,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,4.0,1.0,1.0,20.0,12.0,21.0,0.0,0.0,11.0,1.0,0.0
bscwweasel.csv,1.0,142.0,2.0,0.0,1.0,82.0,147.0,0.0,85.0,0.0,0.0
capcode.csv,0.0,12.0,1.0,13.0,65.0,0.0,0.0,5.0,5.0,0.0,2.0
lamp.csv,199.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
nodal.csv,1.0,6.0,3.0,10.0,5.0,3.0,0.0,9.0,0.0,0.0,1.0
pydev.csv,1.0,14.0,0.0,31.0,9.0,10.0,0.0,3.0,4.0,0.0,0.0
retromenu.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
smbopensoft.csv,0.0,26.0,2.0,6.0,5.0,10.0,1.0,5.0,7.0,5.0,3.0
stuproa-cims.csv,1.0,13.0,2.0,18.0,13.0,12.0,2.0,0.0,1.0,2.0,0.0
thout.csv,0.0,13.0,0.0,43.0,5.0,13.0,1.0,4.0,12.0,2.0,0.0
uface.csv,1.0,31.0,4.0,14.0,8.0,18.0,2.0,5.0,0.0,0.0,0.0
