,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,uface.csv
boost-sandbox.csv,0.12,0.17,0.35,0.21,0.39,0.19,1.0,0.33,0.35,0.5,0.62
bscwweasel.csv,0.18,0.0,0.16,0.89,0.36,0.0,0.0,0.1,0.0,0.15,0.04
capcode.csv,0.1,0.07,0.06,0.18,0.0,0.86,0.18,0.31,0.07,0.29,0.2
lamp.csv,0.0,1.0,0.15,0.29,0.31,0.35,0.04,0.09,0.34,0.26,0.09
nodal.csv,0.22,0.19,0.4,0.18,0.44,0.17,0.07,0.25,0.98,0.46,0.29
pydev.csv,0.11,0.16,0.33,0.16,0.61,0.17,0.38,0.18,0.25,1.0,0.57
retromenu.csv,0.02,0.19,0.37,0.39,0.93,0.24,0.04,0.19,0.26,0.54,0.07
smbopensoft.csv,0.98,0.23,0.5,0.29,0.49,0.26,0.71,0.22,0.32,0.46,0.52
stuproa-cims.csv,0.66,0.18,0.38,0.28,0.49,0.28,0.84,0.94,0.43,0.5,0.83
thout.csv,0.02,0.12,0.94,0.16,0.41,0.21,0.49,0.33,0.38,0.24,0.23
uface.csv,0.65,0.2,0.39,0.27,0.53,0.3,0.83,0.37,0.42,0.5,1.0
