,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,4.0,10.0,7.0,2.0,13.0,33.0,2.0,0.0,1.0,3.0,1.0,37.0,1.0,0.0
bibedt.csv,4.0,7.0,5.0,2.0,10.0,83.0,0.0,0.0,0.0,1.0,3.0,82.0,0.0,0.0
brlcad.csv,0.0,14.0,2.0,4.0,20.0,15.0,2.0,1.0,0.0,3.0,6.0,3.0,0.0,3.0
co-ode-owl-plugins.csv,0.0,4.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0
firebreath.csv,2.0,18.0,0.0,3.0,10.0,33.0,2.0,4.0,3.0,6.0,4.0,3.0,0.0,4.0
fltk.csv,0.0,8.0,1.0,1.0,12.0,61.0,0.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0
glas.csv,6.0,20.0,2.0,3.0,9.0,6.0,2.0,2.0,0.0,5.0,0.0,3.0,0.0,3.0
gretl.csv,5.0,13.0,8.0,2.0,10.0,28.0,0.0,2.0,0.0,2.0,6.0,2.0,0.0,2.0
konversation.csv,4.0,0.0,3.0,2.0,7.0,5.0,2.0,0.0,0.0,3.0,91.0,3.0,0.0,0.0
micomt.csv,2.0,3.0,0.0,1.0,12.0,2.0,0.0,50.0,0.0,0.0,0.0,8.0,0.0,0.0
openxava.csv,0.0,30.0,4.0,2.0,0.0,0.0,1.0,7.0,3.0,23.0,5.0,24.0,1.0,10.0
sumatrapdf.csv,4.0,15.0,1.0,2.0,23.0,33.0,2.0,7.0,0.0,3.0,0.0,3.0,0.0,3.0
tweetsharp.csv,0.0,13.0,3.0,5.0,9.0,33.0,2.0,0.0,0.0,3.0,6.0,2.0,0.0,3.0
wxcode.csv,11.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,91.0,0.0,0.0,131.0
