,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.85,0.4,0.56,0.67,0.37,1.0,0.7,0.17,0.6,0.81,0.31,0.74,0.27,0.02
bibedt.csv,0.36,0.28,0.22,0.21,0.25,0.79,0.1,0.0,0.07,0.2,0.07,0.12,0.13,0.04
brlcad.csv,0.03,0.58,0.46,0.5,0.24,0.64,0.7,0.41,0.89,0.76,0.78,0.61,0.47,0.88
co-ode-owl-plugins.csv,0.25,0.17,0.16,0.41,0.01,0.3,0.07,0.02,0.18,0.14,0.4,0.14,0.2,0.12
firebreath.csv,0.58,0.48,0.01,0.67,0.85,0.95,0.93,0.54,0.51,0.32,0.33,0.57,0.47,0.92
fltk.csv,0.54,0.11,0.22,0.07,0.13,0.55,0.13,0.02,0.07,0.08,0.22,0.13,0.27,0.06
glas.csv,0.62,0.79,0.33,0.56,0.43,0.47,0.7,0.66,0.58,0.68,0.02,0.5,0.53,0.63
gretl.csv,0.85,0.81,0.83,0.73,0.91,0.89,0.0,0.85,0.65,0.86,0.95,0.89,0.93,0.89
konversation.csv,0.32,0.0,0.2,0.45,0.12,0.05,0.57,0.0,0.18,0.32,0.0,0.38,0.13,0.02
micomt.csv,0.16,0.13,0.22,0.19,0.67,0.06,0.13,0.07,0.04,0.02,0.11,0.11,0.07,0.63
openxava.csv,0.33,0.51,0.24,0.59,0.26,0.01,0.27,0.39,0.36,0.49,0.29,0.37,0.47,0.26
sumatrapdf.csv,0.76,0.24,0.54,0.75,0.46,1.0,0.5,0.2,0.0,0.24,0.33,0.42,0.47,0.79
tweetsharp.csv,0.16,0.32,0.71,0.43,0.74,0.71,0.5,0.2,0.87,0.58,0.89,0.42,0.13,0.16
wxcode.csv,0.16,0.06,0.03,0.17,0.02,0.02,0.03,0.17,0.0,0.08,0.0,0.0,0.0,0.03
