,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.86,0.43,0.69,0.67,0.91,1.0,0.8,0.43,0.79,1.07,0.51,0.93,0.47,0.02
bibedt.csv,0.42,0.37,0.49,0.56,0.87,0.97,0.65,0.1,0.68,0.37,0.92,1.01,0.56,0.57
brlcad.csv,0.27,0.76,0.7,0.87,0.97,0.78,0.79,0.65,0.96,0.93,0.89,0.67,0.68,0.98
co-ode-owl-plugins.csv,0.86,0.93,0.7,0.72,0.06,0.58,0.86,0.9,0.73,0.56,0.59,0.32,0.76,0.5
firebreath.csv,0.6,0.58,0.12,0.76,0.85,0.95,0.93,0.73,0.59,0.91,0.7,0.58,0.67,0.92
fltk.csv,0.71,0.43,0.62,0.11,0.95,0.56,0.67,1.0,0.49,0.7,0.71,0.31,0.67,0.46
glas.csv,0.69,0.81,0.53,0.72,0.52,0.64,0.81,0.77,0.7,0.82,0.03,0.99,0.64,0.68
gretl.csv,0.87,0.82,0.85,0.75,0.91,0.9,0.01,0.85,0.68,0.86,0.96,0.94,0.98,0.89
konversation.csv,0.82,0.0,0.78,0.66,0.73,0.56,0.79,0.7,0.67,0.83,1.0,0.69,0.73,0.57
micomt.csv,0.69,0.36,0.78,0.64,0.81,0.69,0.66,1.0,0.71,0.08,0.98,0.58,0.72,0.83
openxava.csv,0.72,0.61,0.76,0.78,0.82,0.13,0.65,0.89,0.66,0.98,0.74,0.57,0.87,0.73
sumatrapdf.csv,0.79,0.41,0.66,0.75,0.9,1.0,0.62,0.82,0.03,0.73,0.7,0.42,0.59,0.82
tweetsharp.csv,0.61,0.46,0.76,0.57,0.76,0.78,0.76,0.54,0.93,0.62,0.94,0.71,0.13,0.71
wxcode.csv,0.87,0.5,0.9,0.81,0.94,0.63,0.86,0.72,0.84,0.77,1.0,0.0,0.93,1.0
