,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.44,0.77,0.56,0.67,0.2,0.0,0.51,0.64,0.46,0.28,0.61,0.38,0.64,1.0
bibedt.csv,0.75,0.74,0.6,0.52,0.2,0.36,0.4,0.92,0.37,0.71,0.1,0.0,0.5,0.48
brlcad.csv,0.77,0.48,0.48,0.32,0.07,0.5,0.52,0.52,0.33,0.39,0.43,0.61,0.51,0.33
co-ode-owl-plugins.csv,0.21,0.1,0.37,0.44,0.95,0.53,0.17,0.12,0.33,0.51,0.58,0.74,0.3,0.56
firebreath.csv,0.7,0.63,0.9,0.54,0.46,0.21,0.27,0.49,0.65,0.18,0.42,0.72,0.52,0.3
fltk.csv,0.52,0.62,0.46,0.92,0.07,0.74,0.39,0.0,0.57,0.36,0.36,0.74,0.42,0.59
glas.csv,0.59,0.52,0.6,0.52,0.68,0.55,0.5,0.52,0.56,0.47,0.97,0.16,0.6,0.62
gretl.csv,0.43,0.52,0.47,0.58,0.33,0.37,0.99,0.47,0.64,0.45,0.2,0.34,0.25,0.37
konversation.csv,0.28,1.0,0.29,0.53,0.32,0.49,0.44,0.35,0.4,0.27,0.0,0.46,0.33,0.48
micomt.csv,0.38,0.7,0.29,0.44,0.49,0.36,0.4,0.0,0.34,0.93,0.04,0.48,0.34,0.44
openxava.csv,0.4,0.62,0.32,0.46,0.26,0.9,0.44,0.23,0.48,0.17,0.36,0.58,0.29,0.35
sumatrapdf.csv,0.54,0.69,0.58,0.6,0.25,0.0,0.59,0.24,0.98,0.35,0.42,0.87,0.61,0.51
tweetsharp.csv,0.46,0.67,0.56,0.62,0.58,0.54,0.43,0.54,0.37,0.66,0.34,0.45,0.97,0.35
wxcode.csv,0.17,0.55,0.12,0.25,0.07,0.43,0.17,0.34,0.19,0.27,0.0,1.0,0.09,0.0
