,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.39,0.34,0.48,0.75,0.11,0.18,0.7,0.52,0.38,0.12,0.58,0.09,0.72,0.97
bibedt.csv,0.54,0.39,0.59,0.59,0.14,0.11,0.52,0.95,0.44,0.53,0.14,0.0,0.6,0.56
brlcad.csv,0.8,0.17,0.42,0.35,0.05,0.16,0.72,0.31,0.4,0.19,0.42,0.17,0.6,0.29
co-ode-owl-plugins.csv,0.18,0.07,0.4,0.48,0.94,0.25,0.24,0.17,0.36,0.44,0.52,0.43,0.39,0.55
firebreath.csv,0.47,0.25,0.93,0.6,0.3,0.2,0.88,0.27,0.54,0.12,0.41,0.21,0.62,0.41
fltk.csv,0.34,0.48,0.47,0.93,0.06,0.27,0.5,0.0,0.63,0.36,0.39,0.45,0.52,0.63
glas.csv,0.38,0.22,0.55,0.55,0.37,0.21,0.69,0.28,0.46,0.23,0.97,0.04,0.7,0.43
gretl.csv,0.37,0.23,0.53,0.69,0.3,0.2,1.0,0.36,0.54,0.34,0.53,0.12,0.7,0.43
konversation.csv,0.22,1.0,0.32,0.56,0.29,0.47,0.57,0.46,0.42,0.17,0.0,0.15,0.43,0.58
micomt.csv,0.36,0.5,0.31,0.51,0.22,0.34,0.51,0.0,0.43,0.92,0.05,0.33,0.44,0.29
openxava.csv,0.3,0.24,0.34,0.5,0.17,0.9,0.55,0.14,0.43,0.09,0.37,0.21,0.37,0.31
sumatrapdf.csv,0.39,0.38,0.5,0.75,0.12,0.18,0.72,0.2,0.98,0.26,0.41,0.3,0.71,0.4
tweetsharp.csv,0.43,0.33,0.5,0.64,0.3,0.18,0.55,0.43,0.42,0.35,0.46,0.14,0.98,0.35
wxcode.csv,0.17,0.52,0.17,0.31,0.1,0.5,0.24,0.3,0.28,0.29,0.0,1.0,0.13,0.0
