,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,2.0,1.0,7.0,3.0,1.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,7.0
beast-mcmc.csv,0.0,1.0,7.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
bigdata.csv,5.0,4.0,16.0,1.0,0.0,0.0,2.0,0.0,82.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
cuberok.csv,11.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0
exist.csv,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0
icescrum.csv,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0
jbasic.csv,4.0,0.0,8.0,0.0,1.0,3.0,1.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
jrefactory.csv,6.0,0.0,6.0,2.0,0.0,0.0,3.0,1.0,7.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0
jsecurity.csv,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0
libopenmetaverse.csv,5.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,13.0,8.0,0.0,0.0,2.0,1.0,1.0,2.0
mobicents.csv,7.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,11.0
opendvr.csv,21.0,1.0,4.0,0.0,6.0,0.0,7.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0
power-architect.csv,14.0,0.0,33.0,4.0,0.0,0.0,4.0,0.0,9.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0
sidekar.csv,4.0,6.0,9.0,0.0,1.0,1.0,56.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0
wheat.csv,10.0,3.0,10.0,2.0,3.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
wsmt.csv,16.0,88.0,11.0,0.0,0.0,1.0,3.0,128.0,82.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0
