,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.01,0.67,0.0,0.14,0.37,0.44
bullet.csv,1.0,0.73,0.52,0.05,0.7,0.76
openintents.csv,0.41,0.0,0.3,0.29,0.03,0.08
pokenetonline.csv,0.01,0.45,0.63,0.24,0.17,0.0
tktoolkit.csv,0.99,0.91,0.41,0.86,0.0,0.96
zealos.csv,0.0,0.45,0.7,0.38,0.73,0.36
