,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.97,0.85,0.14,0.67,0.75,0.9
bullet.csv,1.0,0.75,0.79,0.05,0.72,0.82
openintents.csv,0.73,0.09,0.55,0.76,0.91,0.7
pokenetonline.csv,0.93,0.52,0.65,0.71,0.67,0.02
tktoolkit.csv,0.99,0.93,0.76,0.88,0.13,1.08
zealos.csv,0.1,0.57,0.81,0.6,0.79,0.54
