,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.03,0.48,0.86,0.34,0.35,0.22
bullet.csv,1.0,0.83,0.41,0.99,0.83,0.7
openintents.csv,0.4,0.91,0.55,0.3,0.09,0.3
pokenetonline.csv,0.07,0.74,0.86,0.33,0.35,0.98
tktoolkit.csv,1.0,0.83,0.36,0.81,0.87,0.5
zealos.csv,0.9,0.65,0.59,0.54,0.7,0.6
