,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.5,0.42,0.63,0.58,0.48,0.92
bullet.csv,0.54,0.3,0.61,0.4,0.45,0.39
openintents.csv,0.78,0.57,0.42,0.69,0.86,0.75
pokenetonline.csv,0.67,0.34,0.33,0.63,0.71,0.39
tktoolkit.csv,0.55,0.31,0.78,0.43,0.95,0.5
zealos.csv,0.7,0.37,0.49,0.59,0.48,0.42
