,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.33,0.65,0.32,0.0,0.47,0.81,0.55,0.62,0.72,0.23,0.67,0.12,0.2,0.52,0.56,0.48,0.15,0.2,0.61,0.45
alpine.csv,0.62,0.31,0.23,0.05,0.3,0.93,0.51,0.64,0.58,0.31,0.48,0.05,0.22,0.43,0.69,0.32,0.35,0.17,0.69,0.59
autowikibrowser.csv,0.4,0.6,0.22,0.47,0.39,0.7,0.51,0.59,0.58,0.18,0.57,0.12,0.12,0.4,0.56,0.32,0.46,0.15,0.7,0.63
critterding.csv,0.63,0.57,0.19,0.37,0.25,0.92,0.48,0.66,0.64,0.13,0.49,0.12,0.12,0.39,0.53,0.34,0.42,0.17,0.57,0.55
firebird.csv,0.56,0.61,0.2,0.0,0.36,0.8,0.61,0.7,0.65,0.21,0.5,0.13,0.22,0.45,0.64,0.36,0.39,0.18,0.65,0.6
fmri-dmt.csv,0.46,0.43,0.17,0.22,0.13,0.61,0.22,0.55,0.62,0.09,0.2,0.14,0.18,0.27,0.22,0.32,0.52,0.48,0.49,0.52
genecys.csv,0.57,0.55,0.19,0.38,0.18,0.81,0.49,0.62,0.64,0.14,0.44,0.1,0.06,0.38,0.43,0.27,0.53,0.16,0.42,0.53
hydrogen.csv,0.37,0.69,0.19,0.41,0.52,0.65,0.49,0.66,0.64,0.15,0.45,0.12,0.16,0.38,0.57,0.0,0.58,0.16,0.62,0.59
jcae.csv,0.11,0.33,0.53,0.07,0.53,0.2,0.57,0.44,0.44,0.38,0.68,0.12,0.17,0.43,0.54,0.37,0.06,0.09,0.59,0.0
kftpgrabber.csv,0.47,0.44,0.13,0.0,0.44,0.46,0.55,0.16,0.39,0.27,0.36,0.15,0.12,0.3,0.69,0.2,0.28,0.06,0.41,0.04
libarchive.csv,0.6,0.68,0.2,0.41,0.36,0.85,0.54,0.54,0.62,0.19,0.62,0.14,0.13,0.4,0.56,0.36,0.51,0.18,0.63,0.62
mimosa.csv,0.61,0.67,0.2,0.44,0.22,0.82,0.5,0.66,0.75,0.16,0.56,0.11,0.16,0.42,0.48,0.35,0.55,0.12,0.58,0.58
monetdb.csv,0.53,0.62,0.39,0.14,0.42,0.46,0.61,0.64,0.18,0.25,0.67,0.06,0.2,0.55,0.57,0.41,0.33,0.15,0.47,0.29
nosleepsoftware.csv,0.29,0.17,0.0,0.63,0.0,0.03,0.11,0.08,0.0,0.13,0.03,0.0,0.07,0.0,0.0,0.0,0.17,0.0,0.23,0.14
openmsx.csv,0.63,0.0,0.15,0.33,0.23,0.93,0.32,0.59,0.67,0.09,0.0,0.13,0.06,0.0,0.48,0.32,0.6,0.18,0.55,0.54
quarkplayer.csv,0.24,0.16,0.1,0.0,0.09,0.12,0.03,0.06,0.54,0.06,0.22,0.22,0.06,0.16,0.1,0.19,0.18,0.19,0.39,0.41
riff-evolve.csv,0.5,0.53,0.23,0.0,0.51,0.77,0.56,0.69,0.66,0.19,0.67,0.15,0.26,0.43,0.62,0.39,0.36,0.16,0.6,0.49
virtuoso.csv,0.56,0.68,0.19,0.41,0.25,0.73,0.48,0.64,0.51,0.15,0.55,0.13,0.16,0.45,0.46,0.25,0.57,0.14,0.59,0.34
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0
zoolib.csv,0.32,0.62,0.39,0.0,0.41,0.76,0.53,0.65,0.5,0.15,0.31,0.15,0.34,0.23,0.58,0.48,0.27,0.12,0.59,0.11
