,critterding.csv,firebird.csv,jcae.csv,nosleepsoftware.csv,hydrogen.csv,genecys.csv,monetdb.csv,riff-evolve.csv,mimosa.csv,alpine.csv,acdk.csv,quarkplayer.csv,zoolib.csv,virtuoso.csv,kftpgrabber.csv,xined.csv,openmsx.csv,fmri-dmt.csv,autowikibrowser.csv,libarchive.csv
acdk.csv,0.79,0.58,0.44,1.05,0.41,0.52,0.5,0.5,0.39,0.49,0.31,0.69,0.65,0.45,0.48,0.45,0.91,0.69,0.53,0.67
alpine.csv,1.0,0.8,0.57,1.07,0.68,1.0,0.53,0.84,1.01,0.4,0.69,0.92,0.54,0.76,0.33,0.98,0.76,0.78,0.52,1.0
autowikibrowser.csv,0.73,0.61,0.81,0.53,0.49,0.7,0.6,0.65,0.54,0.61,0.54,0.69,0.77,0.64,0.49,0.63,0.68,0.78,0.4,0.46
critterding.csv,0.48,0.62,0.97,0.97,0.89,0.56,0.91,0.82,1.0,0.94,0.8,0.93,0.86,0.89,0.76,0.91,0.68,0.95,0.87,0.69
firebird.csv,0.8,0.53,0.9,1.05,0.47,0.45,0.43,0.47,0.98,0.53,0.55,0.91,0.65,0.62,0.55,0.84,0.72,0.85,0.58,0.81
fmri-dmt.csv,0.83,0.84,0.73,1.06,1.03,0.84,0.88,0.79,0.5,0.87,1.04,0.73,0.72,0.83,1.0,0.7,0.74,0.21,0.94,0.99
genecys.csv,0.94,0.66,0.95,0.85,0.89,0.44,0.88,0.92,0.93,0.87,0.95,0.81,0.99,0.99,0.92,0.78,0.86,0.84,0.72,0.76
hydrogen.csv,0.75,1.0,1.0,1.0,0.31,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,1.0,1.0,1.0,1.0,1.0
jcae.csv,0.94,0.79,0.2,0.97,0.5,0.89,0.46,0.7,0.68,0.75,0.31,0.83,0.9,0.67,0.55,0.7,0.97,0.87,0.54,1.0
kftpgrabber.csv,0.67,0.71,0.8,1.0,0.51,0.7,0.49,0.91,0.88,0.75,0.75,0.68,0.9,0.81,0.33,0.8,0.82,0.93,0.71,0.98
libarchive.csv,0.68,0.78,0.94,0.65,0.47,0.59,0.69,0.59,0.96,0.68,0.39,0.77,0.75,0.69,0.71,0.84,0.72,0.9,0.85,0.47
mimosa.csv,0.86,0.92,0.65,0.85,0.91,0.91,0.65,0.57,0.34,0.76,0.44,0.93,0.92,0.64,0.75,0.86,0.67,0.83,0.97,0.93
monetdb.csv,0.64,0.53,0.34,0.91,0.4,0.7,0.42,0.51,0.92,0.49,0.41,0.89,0.58,0.4,0.46,0.59,0.77,0.84,0.67,0.81
nosleepsoftware.csv,0.81,0.91,1.0,0.36,1.0,0.98,0.94,0.96,1.0,0.78,0.98,1.0,0.9,1.0,1.0,1.0,0.91,1.01,0.86,0.92
openmsx.csv,0.83,1.0,0.79,0.83,0.99,1.0,0.76,0.92,0.51,0.86,1.0,0.66,0.92,1.0,0.87,1.0,0.49,0.9,0.83,0.89
quarkplayer.csv,0.85,0.91,0.86,1.0,0.92,0.94,0.99,0.97,0.6,0.93,0.91,0.47,0.94,0.89,0.94,0.82,0.89,0.62,0.74,0.82
riff-evolve.csv,0.65,0.6,0.77,1.04,0.4,0.48,0.49,0.42,0.62,0.59,0.31,0.6,0.78,0.62,0.44,0.64,0.75,0.71,0.51,0.66
virtuoso.csv,0.66,0.94,0.99,0.98,0.84,0.59,0.98,0.96,1.0,0.99,0.58,0.87,0.93,0.53,0.97,0.73,0.92,0.83,0.91,0.77
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,1.0,1.0
zoolib.csv,0.8,0.54,0.39,1.06,0.48,0.49,0.51,0.48,0.64,0.68,0.75,0.61,0.39,0.86,0.46,0.41,0.82,0.85,0.55,0.94
