,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.0,0.76,0.55,0.74,0.83
intact.csv,0.67,0.0,1.0,0.88,0.6
miranda-icq.csv,0.71,0.67,0.04,0.55,0.69
ofbiz.csv,0.68,0.68,0.89,1.0,0.02
roolo.csv,0.9,0.9,0.95,0.05,0.85
