,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.37,0.42,0.53,0.46,0.44
intact.csv,0.48,0.73,0.0,0.92,0.57
miranda-icq.csv,0.61,0.48,0.81,0.65,0.6
ofbiz.csv,0.44,0.55,0.96,0.5,0.43
roolo.csv,0.92,0.91,0.93,0.84,0.86
