,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.29,0.35,0.35,0.66
intact.csv,0.89,1.0,0.0,0.25,0.79
miranda-icq.csv,0.97,0.33,0.96,0.46,0.76
ofbiz.csv,0.89,0.32,0.24,0.0,0.99
roolo.csv,0.85,0.17,0.21,1.0,0.59
