,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,1.0,0.55,0.62,0.55,0.5
intact.csv,0.54,1.0,0.0,0.18,0.49
miranda-icq.csv,0.34,0.62,0.97,0.6,0.39
ofbiz.csv,0.49,0.46,0.14,0.0,1.0
roolo.csv,0.13,0.16,0.07,0.96,0.24
