,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.52,0.56,0.63,0.48,0.93,0.53,0.38,0.35,0.43
bibletime.csv,0.75,0.37,0.62,0.53,0.48,0.36,0.37,0.05,0.99
flexpay.csv,0.0,0.26,0.24,0.91,0.04,0.18,0.42,0.0,0.42
lufa-lib.csv,0.52,0.32,0.59,0.53,0.41,0.42,0.97,0.84,0.36
nullc.csv,0.98,0.38,0.44,0.5,0.0,0.09,0.24,0.24,0.68
pgui.csv,0.23,0.48,0.28,0.32,0.3,1.0,0.54,0.0,0.43
superwaba.csv,0.53,0.98,0.69,0.57,0.53,0.62,0.41,0.37,0.51
sylpheed-claws.csv,0.54,0.47,0.97,0.44,0.69,0.58,0.4,0.65,0.62
xqilla.csv,0.05,0.0,0.01,0.0,0.04,0.02,0.01,1.0,0.0
