,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.55,0.55,0.48,0.58,0.69,0.46,0.85,0.6,0.49
bibletime.csv,0.48,0.42,0.44,0.46,0.42,0.41,0.53,0.39,0.39
flexpay.csv,0.59,0.95,0.91,0.99,0.83,0.87,0.71,0.95,0.66
lufa-lib.csv,0.55,0.89,0.5,0.5,0.63,0.58,0.75,0.5,0.62
nullc.csv,0.45,0.61,0.42,0.46,0.38,0.41,0.54,0.41,0.43
pgui.csv,0.85,0.69,0.92,0.87,0.79,0.72,0.68,0.9,0.65
superwaba.csv,0.49,0.55,0.47,0.47,0.55,0.46,0.63,0.76,0.43
sylpheed-claws.csv,0.48,0.61,0.5,0.52,0.44,0.43,0.57,0.54,0.41
xqilla.csv,0.5,0.0,0.0,0.67,0.5,0.8,0.0,0.67,0.0
