,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.74,0.55,0.62,0.27,0.96,0.38,0.42,0.03,0.55
bibletime.csv,0.85,0.51,0.61,0.27,0.47,0.46,0.57,0.05,0.99
flexpay.csv,0.66,0.31,0.26,0.93,0.05,0.15,0.38,0.0,0.58
lufa-lib.csv,0.65,0.29,0.57,0.26,0.34,0.32,0.98,0.1,0.47
nullc.csv,0.99,0.4,0.67,0.29,0.51,0.43,0.6,0.05,0.87
pgui.csv,0.32,0.45,0.33,0.25,0.28,1.0,0.49,0.0,0.54
superwaba.csv,0.69,0.99,0.67,0.28,0.46,0.46,0.41,0.07,0.62
sylpheed-claws.csv,0.65,0.44,0.97,0.22,0.56,0.41,0.38,0.07,0.73
xqilla.csv,0.08,0.0,0.02,0.0,0.05,0.04,0.02,1.0,0.0
