,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.51,0.58,0.41,0.8,0.9,0.37,0.93,0.34,0.6,0.49,0.67,0.78,0.37,0.73,0.04,0.57,0.41,0.5,0.5
fbmanager.csv,0.73,0.72,0.38,0.96,0.85,0.6,0.67,0.79,0.73,0.56,0.34,0.77,0.6,0.62,0.78,1.0,1.0,0.43,0.69
fido.csv,1.0,0.91,1.0,0.94,0.89,0.96,0.71,1.0,0.97,1.0,0.85,0.12,1.0,1.0,0.81,0.82,0.99,0.93,0.71
fityk.csv,0.56,0.79,0.6,0.63,0.62,0.39,0.79,0.64,0.54,0.55,0.58,0.75,0.57,0.44,0.61,0.6,0.63,1.0,0.44
fleet-simulator.csv,0.96,0.91,0.97,0.85,0.78,1.0,0.72,0.59,1.0,0.97,0.81,0.87,0.69,0.82,0.04,0.71,0.77,1.02,0.7
freenet.csv,0.7,0.96,0.88,0.47,0.62,0.96,0.78,0.95,0.82,0.93,0.96,0.6,0.56,0.93,1.08,0.66,0.75,1.01,0.87
geogebra.csv,0.67,0.65,0.49,0.66,0.68,0.6,0.67,0.4,0.68,0.48,0.54,0.81,0.49,0.71,0.61,0.65,0.39,0.59,0.48
google-caja.csv,0.43,0.86,0.51,0.79,0.89,0.85,0.3,0.89,0.51,0.34,0.92,0.95,0.57,0.82,0.21,0.73,0.7,1.0,0.88
hibernate.csv,0.52,0.66,0.52,0.55,0.65,0.48,0.55,0.95,0.63,0.74,0.75,0.36,0.44,0.61,0.7,0.52,0.51,1.05,0.54
itext.csv,0.47,0.91,0.43,0.71,1.0,0.55,0.96,0.72,0.56,0.36,0.83,0.66,0.48,0.81,0.27,0.57,0.49,0.22,0.53
k3b.csv,0.46,0.67,0.97,0.72,0.89,0.68,0.7,0.76,0.44,0.56,0.62,0.63,0.54,0.73,1.04,0.61,0.78,0.16,0.73
megameknet.csv,0.56,0.57,0.42,0.52,0.76,0.45,0.76,0.58,0.63,0.51,0.6,0.83,0.41,0.61,0.68,0.64,0.56,0.36,0.55
myfaces.csv,0.48,0.55,0.43,0.57,0.6,0.56,0.72,0.4,0.59,0.46,0.74,0.63,0.43,0.56,0.25,0.53,0.46,0.55,0.55
onotoa.csv,0.81,0.84,0.83,0.66,0.57,0.8,0.76,0.92,0.7,0.8,1.19,0.87,0.52,0.81,0.74,0.71,0.73,1.01,0.9
paintown.csv,0.37,0.61,0.71,0.7,0.8,1.01,1.01,0.94,0.6,0.57,0.91,0.88,0.96,0.59,1.01,0.88,0.94,1.09,0.97
powerfolder.csv,0.59,0.82,0.57,0.73,0.64,0.71,0.87,0.57,0.51,0.86,0.09,0.6,0.73,0.67,0.62,0.62,0.69,0.84,0.73
triplea.csv,0.52,0.39,0.54,0.91,0.68,0.6,0.71,0.98,0.57,0.49,0.94,0.91,0.69,0.55,0.04,0.72,0.69,1.01,0.9
xamj.csv,0.49,0.77,0.51,0.8,0.75,0.57,0.68,0.4,0.53,0.57,0.3,0.65,0.61,0.62,0.54,0.61,0.53,0.67,0.37
