,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.44,0.38,0.36,0.32,0.33,0.44,0.34,0.53,0.4,0.41,0.35,0.35,0.48,0.55,0.29,0.38,0.43,0.41,0.41
fbmanager.csv,0.65,0.8,0.45,0.9,0.81,0.5,0.64,0.96,0.72,0.53,0.5,0.89,0.79,0.53,0.75,0.0,0.0,0.39,0.83
fido.csv,0.5,0.67,0.0,0.94,0.93,0.5,0.72,0.0,0.67,0.0,0.71,0.94,0.0,0.0,0.9,0.88,0.9,0.75,0.6
fityk.csv,0.48,0.29,0.37,0.35,0.44,0.43,0.38,0.47,0.47,0.42,0.39,0.47,0.48,0.37,0.62,0.49,0.45,0.32,0.47
fleet-simulator.csv,0.44,0.3,0.43,0.34,0.39,0.31,0.35,0.43,0.39,0.43,0.33,0.33,0.48,0.36,0.29,0.41,0.41,0.37,0.45
freenet.csv,0.53,0.31,0.5,0.41,0.45,0.33,0.33,0.43,0.54,0.42,0.35,0.44,0.52,0.39,0.45,0.53,0.44,0.35,0.48
geogebra.csv,0.6,0.56,0.55,0.33,0.52,0.5,0.54,0.61,0.57,0.35,0.5,0.59,0.57,0.67,0.52,0.5,0.46,0.46,0.44
google-caja.csv,0.38,0.29,0.35,0.32,0.29,0.33,0.33,0.42,0.37,0.34,0.34,0.3,0.42,0.32,0.28,0.39,0.37,0.31,0.45
hibernate.csv,0.48,0.44,0.48,0.47,0.39,0.48,0.51,0.44,0.45,0.9,0.36,0.56,0.56,0.39,0.62,0.56,0.52,0.37,0.5
itext.csv,0.42,0.28,0.4,0.31,0.31,0.33,0.32,0.43,0.43,0.37,0.3,0.35,0.42,0.34,0.33,0.39,0.4,0.33,0.4
k3b.csv,0.46,0.39,0.44,0.37,0.45,0.5,0.41,0.53,0.47,0.43,0.47,0.56,0.51,0.38,0.43,0.48,0.44,0.35,0.55
megameknet.csv,0.54,0.38,0.54,0.37,0.64,0.43,0.35,0.47,0.54,0.38,0.42,0.62,0.48,0.45,0.68,0.55,0.42,0.41,0.59
myfaces.csv,0.43,0.43,0.44,0.43,0.51,0.5,0.71,0.6,0.45,0.43,0.33,0.54,0.59,0.42,0.33,0.47,0.5,0.46,0.46
onotoa.csv,0.56,0.72,0.89,0.64,0.44,0.8,0.74,0.48,0.52,0.93,0.4,0.44,0.67,0.46,0.86,0.59,0.97,0.35,0.54
paintown.csv,0.42,0.45,0.41,0.45,0.46,0.34,0.36,0.45,0.47,0.57,0.37,0.36,0.47,0.33,0.4,0.49,0.41,0.47,0.48
powerfolder.csv,0.51,0.88,0.41,0.73,0.5,0.73,0.9,0.65,0.42,0.88,0.94,0.61,0.58,0.44,0.5,0.6,0.66,0.89,0.94
triplea.csv,0.48,0.44,0.39,0.36,0.45,0.46,0.33,0.43,0.43,0.46,0.36,0.35,0.55,0.41,0.29,0.5,0.43,0.36,0.5
xamj.csv,0.45,0.67,0.35,0.32,0.43,0.45,0.33,0.54,0.45,0.37,0.49,0.5,0.49,0.4,0.48,0.51,0.52,0.53,0.48
