,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,0.09,0.43,0.49,0.82,0.24,0.38,0.97,0.2,0.9,1.0,0.0,0.06,0.75,1.0,1.0,0.22,0.2,0.5,0.4
dspace-gsoc.csv,0.09,0.41,0.28,0.78,0.28,0.24,0.96,0.5,0.84,0.94,0.11,0.05,0.82,0.37,0.97,0.32,0.25,0.83,0.38
grisbi.csv,0.09,0.41,0.24,0.83,0.25,0.27,0.96,0.24,0.84,0.96,0.13,0.07,0.67,0.39,0.97,0.27,0.08,0.63,0.38
maidsafe-dht.csv,0.17,0.46,0.24,0.78,0.39,0.29,0.97,0.24,0.97,0.96,0.0,0.08,0.7,0.58,1.0,0.2,0.11,0.72,0.44
mesa3d.csv,0.12,0.31,0.0,0.73,0.21,0.32,0.94,0.32,0.82,0.97,0.11,0.12,0.79,0.2,0.98,0.34,0.0,0.5,0.57
n2cms.csv,0.13,0.63,0.3,0.83,0.29,0.22,0.96,0.26,0.89,0.92,0.13,0.06,0.62,0.36,0.98,0.24,0.11,0.61,0.4
nassp.csv,0.0,0.46,0.28,0.78,0.33,0.33,0.96,0.56,0.94,1.0,0.0,0.04,0.54,0.83,0.97,0.25,0.14,0.69,0.47
ninject.csv,0.01,0.38,0.33,0.85,0.19,0.36,0.82,0.14,0.87,0.87,0.0,0.03,0.6,0.25,0.88,0.26,0.38,0.65,0.49
nug.csv,0.08,0.44,0.31,0.84,0.23,0.68,1.0,0.23,0.83,1.0,0.12,0.02,0.66,0.22,1.0,0.22,0.07,0.6,0.33
nuttx.csv,0.07,0.53,0.25,0.88,0.27,0.23,0.96,0.25,0.6,0.92,0.14,0.08,1.0,0.34,0.97,0.38,0.0,0.68,0.62
oorexx.csv,0.19,0.35,0.29,0.86,0.29,0.24,0.96,0.37,0.58,0.91,0.11,0.1,1.0,0.76,0.97,0.42,0.0,0.79,0.6
oppna-program-hsatools.csv,0.09,0.42,0.23,0.8,0.2,0.31,0.96,0.22,0.98,0.92,0.0,0.06,0.67,0.51,0.97,0.21,0.09,0.58,0.38
redshell.csv,0.07,0.42,0.25,0.84,0.18,0.24,0.98,0.12,0.81,0.64,0.09,0.04,1.0,0.34,0.97,0.15,0.11,0.54,0.38
super-tux.csv,0.13,0.39,0.19,0.79,0.25,0.36,0.97,0.26,0.71,0.75,0.11,0.06,0.64,0.41,1.0,0.21,0.0,0.63,0.46
tart.csv,0.0,0.34,0.25,0.64,0.32,0.27,0.96,0.32,0.85,0.9,0.11,0.19,0.64,0.34,0.98,0.3,0.1,0.72,0.6
tcvp.csv,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.28,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0
vdsf.csv,0.22,0.42,0.21,0.76,0.19,0.21,0.96,0.18,0.85,0.82,0.15,0.08,0.65,0.4,0.95,0.19,0.08,0.6,0.39
web-cat.csv,0.09,0.42,0.3,0.81,0.24,0.25,0.97,0.22,0.81,0.82,0.11,0.07,0.58,0.4,0.97,0.21,0.08,0.65,0.71
zabbix.csv,0.19,0.41,0.28,0.75,0.29,0.26,0.96,0.37,0.82,0.92,0.12,0.12,0.59,0.61,0.98,0.2,0.09,0.69,0.55
