,recall,precision,pf,pci_20,ifa,wins
apolloplayer.csv,0.53,0.43,0.27,0.53,0.0,17
dspace-gsoc.csv,0.53,0.38,0.42,0.39,0.0,5
grisbi.csv,0.89,0.38,0.8,0.39,1.0,3
maidsafe-dht.csv,0.59,0.44,0.28,0.5,1.0,18
mesa3d.csv,0.35,0.32,0.24,0.53,3.0,9
n2cms.csv,0.64,0.36,0.5,0.41,1.0,6
nassp.csv,0.33,0.47,0.26,0.59,1.0,16
ninject.csv,0.3,0.38,0.36,0.61,2.0,11
nug.csv,0.5,0.33,0.44,0.62,0.0,12
nuttx.csv,0.28,0.38,0.2,0.69,1.0,15
oorexx.csv,0.35,0.42,0.21,0.46,0.0,14
oppna-program-hsatools.csv,0.88,0.38,0.86,0.4,1.0,1
redshell.csv,0.57,0.34,0.62,0.6,1.0,8
super-tux.csv,0.69,0.39,0.67,0.46,2.0,4
tart.csv,0.41,0.34,0.34,0.54,1.0,10
tcvp.csv,0.0,0.0,0.0,0.0,59.0,0
vdsf.csv,0.86,0.39,0.88,0.46,1.0,2
web-cat.csv,0.8,0.4,0.73,0.43,2.0,7
zabbix.csv,0.59,0.41,0.43,0.47,1.0,13
