,vdsf.csv,n2cms.csv,apolloplayer.csv,nuttx.csv,maidsafe-dht.csv,nug.csv,redshell.csv,nassp.csv,oppna-program-hsatools.csv,grisbi.csv,tcvp.csv,tart.csv,dspace-gsoc.csv,zabbix.csv,super-tux.csv,mesa3d.csv,ninject.csv,oorexx.csv,web-cat.csv
apolloplayer.csv,4.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,82.0,12.0,0.0,0.0,0.0,0.0,8.0,1.0,4.0
dspace-gsoc.csv,294.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,21.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0
grisbi.csv,5.0,7.0,0.0,0.0,3.0,3.0,0.0,13.0,2.0,1.0,12.0,5.0,1.0,0.0,0.0,1.0,30.0,0.0,1.0
maidsafe-dht.csv,5.0,4.0,0.0,0.0,7.0,3.0,0.0,12.0,0.0,0.0,82.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,4.0
mesa3d.csv,23.0,6.0,102.0,0.0,2.0,6.0,0.0,11.0,2.0,1.0,5.0,3.0,1.0,3.0,0.0,3.0,59.0,0.0,1.0
n2cms.csv,4.0,0.0,2.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,3.0,12.0,0.0,0.0,0.0,6.0,8.0,1.0,2.0
nassp.csv,1261.0,2.0,7.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,82.0,23.0,0.0,1.0,0.0,2.0,8.0,0.0,1.0
ninject.csv,19.0,2.0,2.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,82.0,35.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0
nug.csv,4.0,1.0,0.0,0.0,6.0,0.0,0.0,8.0,3.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0
nuttx.csv,25.0,0.0,8.0,0.0,5.0,0.0,0.0,7.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,2.0,59.0,1.0,1.0
oorexx.csv,24.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,7.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,59.0,0.0,0.0
oppna-program-hsatools.csv,5.0,5.0,0.0,0.0,6.0,1.0,0.0,12.0,0.0,1.0,82.0,20.0,0.0,2.0,0.0,7.0,32.0,1.0,1.0
redshell.csv,5.0,3.0,0.0,0.0,7.0,0.0,0.0,11.0,2.0,0.0,13.0,9.0,0.0,0.0,0.0,9.0,26.0,1.0,1.0
super-tux.csv,5.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,4.0,18.0,9.0,1.0,0.0,0.0,2.0,59.0,2.0,1.0
tart.csv,1261.0,8.0,1.0,1.0,1.0,12.0,0.0,7.0,4.0,0.0,16.0,0.0,1.0,0.0,0.0,3.0,12.0,0.0,0.0
tcvp.csv,1261.0,0.0,102.0,222.0,73.0,52.0,193.0,57.0,4.0,79.0,1.0,93.0,54.0,48.0,0.0,322.0,59.0,60.0,49.0
vdsf.csv,5.0,6.0,0.0,0.0,8.0,0.0,0.0,16.0,2.0,0.0,15.0,10.0,1.0,0.0,0.0,2.0,33.0,1.0,1.0
web-cat.csv,84.0,5.0,2.0,0.0,4.0,1.0,0.0,13.0,4.0,0.0,18.0,4.0,1.0,0.0,0.0,14.0,36.0,1.0,1.0
zabbix.csv,19.0,6.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,8.0,3.0,1.0,0.0,0.0,19.0,33.0,0.0,1.0
