,plearn.csv,re2c.csv,aubit4gl.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,glelite.csv
aubit4gl.csv,0.57,0.56,0.96,0.21,0.33,0.33,0.58
glelite.csv,0.05,0.0,0.0,0.0,0.0,0.05,0.99
moving-pictures.csv,0.67,0.36,0.56,1.0,0.44,0.4,0.81
plearn.csv,0.9,0.2,0.44,0.48,0.42,0.81,0.56
re2c.csv,0.48,1.0,0.63,0.4,0.41,0.6,0.41
rebecca-aiml.csv,0.41,0.2,0.59,0.29,0.52,0.95,0.22
xfce.csv,0.54,0.45,0.59,0.61,0.98,0.51,0.0
