,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.69,0.66,0.36,0.0,0.7,0.45,0.08,0.92,0.0,0.36,0.71,0.47,0.46,0.91,1.0,0.73,1.0,0.51,0.83
boost.csv,0.77,0.56,0.64,0.69,0.45,0.27,0.63,0.69,0.45,0.81,0.62,0.67,0.46,0.47,0.75,0.14,0.42,0.46,0.72
codepurge.csv,0.46,0.54,0.4,0.81,0.5,0.73,0.4,0.3,0.67,0.58,0.78,0.36,0.71,0.51,0.75,0.16,0.25,0.05,0.61
elateportal.csv,0.54,0.54,0.69,0.9,0.25,0.91,0.95,0.5,0.84,0.58,0.65,0.61,0.79,0.4,0.25,0.95,0.89,0.88,0.77
etics.csv,0.69,0.34,0.5,0.69,0.15,0.27,0.52,0.44,0.54,0.72,0.53,0.25,0.29,0.39,0.75,0.05,0.51,0.51,0.55
factor.csv,0.38,0.13,0.44,0.71,0.1,0.45,0.52,0.32,0.6,0.11,0.11,0.14,0.29,0.11,0.25,0.34,0.96,0.93,0.38
gusanos.csv,0.85,0.43,0.17,0.81,0.3,0.82,0.53,0.65,0.79,0.11,0.13,0.67,0.75,0.37,0.25,0.48,0.0,0.39,0.84
kvs.csv,0.46,0.41,0.09,0.19,0.7,0.09,0.07,0.4,0.21,0.33,0.35,0.44,0.04,0.32,0.0,0.48,0.0,0.05,0.11
lcfizvtop.csv,0.69,0.48,0.65,1.0,0.4,0.91,0.7,0.74,1.0,0.25,0.58,0.69,1.0,0.6,0.25,0.75,0.53,0.05,0.66
mcore3d.csv,0.31,0.42,0.76,0.57,0.75,0.45,0.74,0.19,0.42,0.75,0.36,0.75,0.5,0.49,0.75,0.02,0.66,0.1,0.73
modellus.csv,0.46,0.35,0.55,0.83,0.1,0.18,0.77,0.61,0.66,0.31,0.4,0.47,0.75,0.44,0.75,0.05,0.6,0.1,0.71
modplug.csv,0.77,0.65,0.93,0.93,0.8,0.73,0.91,0.71,0.75,0.94,0.78,1.0,0.71,0.88,1.0,1.0,0.89,0.66,0.96
passwordsafe.csv,1.0,0.63,0.74,0.6,0.4,0.45,0.63,0.89,0.6,0.86,0.75,0.69,0.71,0.72,1.0,0.05,0.91,0.71,0.78
pixel-commandos.csv,0.38,0.32,0.21,0.24,0.0,0.0,0.0,0.07,0.01,0.61,0.2,0.17,0.17,0.35,1.0,0.0,0.08,0.0,0.2
projecteqemu.csv,0.69,0.37,0.45,0.86,0.1,0.18,0.38,0.39,0.42,0.72,0.56,0.86,0.33,0.54,0.5,0.02,0.32,0.05,0.54
pydev.csv,0.69,0.44,0.31,0.4,0.85,0.45,0.22,0.28,0.28,0.64,0.58,0.67,0.38,0.56,1.0,0.09,0.42,0.78,0.52
sandiaportals.csv,0.85,0.56,0.87,0.88,0.15,0.64,0.93,0.53,0.72,0.97,0.56,0.86,0.79,0.7,1.0,0.23,0.81,0.78,0.92
uwom.csv,0.69,0.34,0.63,0.86,0.05,0.45,0.67,0.62,0.18,0.92,0.69,0.61,0.12,0.61,0.5,0.07,0.0,0.39,0.83
xbplayer.csv,0.38,0.44,0.4,0.67,0.15,0.27,0.47,0.66,0.43,0.67,0.51,0.72,0.58,0.44,0.75,0.3,0.42,0.22,0.64
