,google-collections.csv,forester-atv.csv,mediate.csv,st-filteredstatistics.csv,projectfactory.csv,geotools.csv,l2j.csv,thedata.csv
forester-atv.csv,0.05,0.97,0.21,0.16,0.12,0.1,0.1,0.0
geotools.csv,0.22,0.23,0.32,0.12,0.12,0.93,0.17,0.29
google-collections.csv,1.0,0.0,0.0,0.45,0.0,0.0,0.3,0.0
l2j.csv,0.64,0.41,0.55,0.66,0.51,0.68,0.99,0.27
mediate.csv,0.45,0.71,1.0,0.47,0.4,0.44,0.46,0.28
projectfactory.csv,0.12,0.64,0.49,0.61,0.98,0.45,0.44,0.53
st-filteredstatistics.csv,0.52,0.62,0.35,0.98,0.61,0.6,0.47,0.28
thedata.csv,0.27,0.49,0.42,0.35,0.56,0.44,0.6,1.0
