,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.13,0.64,0.55,0.14,0.36,0.98,0.42,0.53,0.19,0.33,0.19,0.42,0.44,0.21,0.68
autowikibrowser.csv,0.23,0.54,0.42,0.15,0.31,0.47,0.69,0.89,0.32,0.27,0.23,0.56,1.0,0.36,0.78
blue-c.csv,0.11,0.5,0.48,0.16,0.06,0.39,0.57,0.97,0.16,0.24,0.24,0.46,0.51,0.38,0.63
dynalloy.csv,0.16,0.45,1.0,0.1,0.22,0.51,0.49,0.5,0.22,0.28,0.19,0.4,0.44,0.2,0.67
hydrogen.csv,0.29,0.94,0.35,0.29,0.75,0.52,0.71,1.0,1.0,0.34,0.36,0.56,0.69,0.39,0.8
jcae.csv,1.0,0.7,0.5,1.0,0.67,0.63,1.0,1.0,0.53,0.0,0.67,1.0,0.89,0.5,1.0
lphant.csv,0.14,0.47,0.39,0.18,0.35,0.45,0.62,0.72,0.22,0.25,0.25,1.0,0.52,0.33,0.79
nosleepsoftware.csv,0.2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.75
qgo.csv,0.32,0.97,0.38,0.25,0.62,0.53,0.8,0.6,0.37,0.38,0.25,0.33,0.54,0.41,0.75
quickfast.csv,0.14,0.49,0.36,0.11,0.32,0.41,0.59,0.76,0.24,0.25,0.12,0.44,0.55,0.35,1.0
rhex.csv,1.0,0.59,0.5,0.25,0.29,0.44,0.54,0.57,0.29,0.39,0.29,0.67,0.42,0.5,0.67
rocrail.csv,0.29,0.73,0.37,0.12,0.0,0.44,0.67,0.67,0.38,0.33,0.44,0.67,0.59,1.0,0.52
virtuoso.csv,0.12,0.45,0.34,0.1,0.26,0.36,0.48,0.55,0.18,0.95,0.31,0.38,0.47,0.24,0.53
xined.csv,0.05,0.44,0.27,0.14,0.29,0.33,0.39,0.5,0.38,0.56,1.0,0.44,0.42,0.26,0.52
yield.csv,0.17,0.59,0.39,0.18,0.12,0.42,0.98,0.76,0.2,0.31,0.2,0.48,0.55,0.26,0.74
