,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.32,0.81,0.4,0.57,0.77,0.92,0.37,0.0,0.57,0.49,0.55,0.45,0.43,0.39,0.69
autowikibrowser.csv,0.6,0.63,0.45,0.69,0.29,0.58,0.53,0.32,0.65,0.61,0.52,0.49,0.96,0.71,0.69
blue-c.csv,0.36,0.53,0.7,0.65,0.14,0.61,0.7,0.99,0.53,0.58,0.67,0.64,0.64,0.68,0.55
dynalloy.csv,0.65,0.53,0.95,0.05,0.49,0.6,0.41,0.0,0.73,0.64,0.49,0.44,0.49,0.31,0.61
hydrogen.csv,0.38,0.55,0.16,0.69,0.23,0.37,0.19,0.2,0.9,0.53,0.45,0.27,0.29,0.58,0.3
jcae.csv,0.1,0.27,0.15,1.0,0.15,0.21,0.2,0.24,0.61,0.0,0.24,0.22,0.22,0.46,0.05
lphant.csv,0.51,0.52,0.46,0.82,0.69,0.6,0.67,0.74,0.63,0.57,0.52,1.0,0.61,0.76,0.66
nosleepsoftware.csv,0.2,0.16,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.17,0.16
qgo.csv,0.61,0.94,0.22,0.69,0.55,0.52,0.29,0.34,0.49,0.63,0.44,0.46,0.6,0.59,0.54
quickfast.csv,0.6,0.55,0.55,0.36,0.67,0.6,0.58,0.48,0.68,0.59,0.23,0.62,0.7,0.73,0.98
rhex.csv,0.86,0.47,0.18,0.26,0.55,0.45,0.37,0.31,0.29,0.38,0.24,0.11,0.51,0.27,0.25
rocrail.csv,0.47,0.31,0.25,0.26,0.0,0.4,0.33,0.24,0.65,0.49,0.45,0.31,0.47,0.96,0.27
virtuoso.csv,0.37,0.49,0.39,0.41,0.09,0.3,0.35,0.0,0.68,0.94,0.53,0.13,0.42,0.46,0.37
xined.csv,0.1,0.41,0.4,0.13,0.29,0.5,0.29,0.2,0.36,0.15,1.0,0.4,0.39,0.31,0.33
yield.csv,0.66,0.71,0.58,0.79,0.27,0.64,0.97,0.65,0.71,0.7,0.57,0.67,0.7,0.65,0.68
