,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,19.0,7.0,1.0,8.0,1.0,1.0,8.0,2.0,18.0,0.0,0.0,0.0,13.0,19.0,8.0
autowikibrowser.csv,0.0,6.0,0.0,18.0,3.0,1.0,4.0,0.0,11.0,4.0,2.0,3.0,0.0,6.0,0.0
blue-c.csv,28.0,7.0,2.0,17.0,1.0,7.0,1.0,1.0,4.0,28.0,0.0,4.0,6.0,7.0,1.0
dynalloy.csv,16.0,9.0,0.0,47.0,1.0,8.0,8.0,2.0,16.0,5.0,12.0,0.0,17.0,21.0,0.0
hydrogen.csv,4.0,0.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,11.0,0.0
jcae.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,181.0,1.0,0.0,0.0,0.0,0.0
lphant.csv,22.0,11.0,2.0,11.0,1.0,6.0,6.0,2.0,21.0,27.0,0.0,0.0,11.0,14.0,1.0
nosleepsoftware.csv,6.0,4.0,142.0,87.0,0.0,1673.0,130.0,54.0,115.0,181.0,52.0,54.0,1.0,22.0,1.0
qgo.csv,3.0,0.0,2.0,9.0,2.0,7.0,0.0,2.0,3.0,2.0,3.0,9.0,3.0,12.0,1.0
quickfast.csv,15.0,2.0,0.0,41.0,2.0,1.0,0.0,0.0,14.0,21.0,5.0,4.0,3.0,9.0,0.0
rhex.csv,0.0,0.0,1.0,4.0,13.0,6.0,2.0,0.0,9.0,0.0,5.0,1.0,13.0,5.0,4.0
rocrail.csv,3.0,2.0,2.0,8.0,62.0,7.0,0.0,1.0,7.0,12.0,0.0,2.0,8.0,0.0,8.0
virtuoso.csv,3.0,11.0,2.0,45.0,1.0,8.0,8.0,2.0,20.0,0.0,2.0,0.0,14.0,31.0,8.0
xined.csv,6.0,17.0,2.0,6.0,0.0,8.0,8.0,2.0,3.0,4.0,0.0,0.0,10.0,8.0,0.0
yield.csv,16.0,0.0,0.0,11.0,14.0,1.0,0.0,0.0,27.0,2.0,0.0,6.0,3.0,25.0,0.0
