,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.92,0.9,0.35,0.56,1.0,0.91,0.67,0.93,0.56,0.45,0.6,0.91,0.82,0.86,0.81
autowikibrowser.csv,0.58,0.67,0.42,0.78,0.25,0.56,0.49,0.27,0.62,0.67,0.5,0.45,0.95,0.73,0.68
blue-c.csv,0.33,0.53,0.75,0.67,0.12,0.73,0.83,1.0,0.94,0.71,0.9,0.77,0.77,0.68,0.55
dynalloy.csv,0.92,0.6,0.94,1.0,0.62,0.58,0.89,0.83,0.81,0.88,0.8,0.86,0.8,0.82,0.64
hydrogen.csv,0.33,0.5,0.13,0.67,0.19,0.32,0.16,0.17,0.88,0.5,0.4,0.23,0.25,0.55,0.26
jcae.csv,0.08,0.23,0.12,1.0,0.12,0.18,0.17,0.2,0.56,0.0,0.2,0.18,0.18,0.41,0.04
lphant.csv,0.5,0.53,0.44,1.0,0.75,0.6,0.68,0.77,0.62,0.86,0.5,1.0,0.64,0.86,0.64
nosleepsoftware.csv,0.17,0.13,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.13
qgo.csv,0.58,0.93,0.19,0.67,0.5,0.48,0.25,0.3,0.44,0.62,0.4,0.55,0.61,0.55,0.51
quickfast.csv,0.75,0.57,0.6,1.0,0.75,0.64,0.57,0.43,0.69,0.76,0.2,0.73,0.82,0.77,0.98
rhex.csv,0.83,0.43,0.15,0.22,0.56,0.41,0.33,0.27,0.25,0.33,0.2,0.09,0.61,0.23,0.21
rocrail.csv,0.42,0.27,0.21,0.22,0.0,0.36,0.29,0.2,0.62,0.45,0.4,0.27,0.43,0.95,0.23
virtuoso.csv,0.33,0.77,0.79,0.89,1.0,0.9,0.9,1.0,0.88,0.93,0.5,0.91,0.93,0.95,0.34
xined.csv,0.08,0.8,0.5,0.11,0.25,0.66,0.63,0.17,0.31,0.12,1.0,0.36,0.36,0.27,0.3
yield.csv,0.75,0.77,0.63,0.89,0.25,0.7,0.97,0.63,0.81,0.81,0.8,0.91,0.8,0.82,0.68
