,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.44,0.48,0.76,0.49,0.52,0.64,0.51,0.43,0.62,0.55,0.52,0.38,0.41,0.46,0.43
autowikibrowser.csv,0.55,0.38,0.49,0.38,0.62,0.45,0.49,0.67,0.52,0.39,0.41,0.56,0.48,0.36,0.37
blue-c.csv,0.59,0.47,0.52,0.5,0.68,0.5,0.46,0.48,0.55,0.53,0.37,0.35,0.42,0.49,0.59
dynalloy.csv,0.51,0.47,0.73,0.3,0.47,0.57,0.46,0.46,0.5,0.34,0.37,0.38,0.42,0.46,0.4
hydrogen.csv,0.86,0.5,0.85,0.67,0.75,0.67,0.93,0.8,0.86,0.41,0.55,0.89,0.81,0.42,0.67
jcae.csv,0.0,0.9,0.92,0.89,0.67,0.99,0.91,0.83,0.59,0.5,0.67,0.75,0.89,0.78,0.5
lphant.csv,0.55,0.5,0.53,0.35,0.65,0.5,0.57,0.53,0.71,0.43,0.45,0.5,0.48,0.4,0.39
nosleepsoftware.csv,0.9,0.88,0.0,0.0,0.71,0.0,0.88,0.91,0.5,0.0,0.0,0.0,0.8,0.83,0.88
qgo.csv,0.64,0.45,0.77,0.62,0.62,0.54,0.8,0.67,0.89,0.41,0.56,0.42,0.44,0.59,0.41
quickfast.csv,0.43,0.46,0.39,0.28,0.35,0.44,0.49,0.47,0.56,0.34,0.62,0.39,0.38,0.38,0.37
rhex.csv,0.9,0.5,0.94,0.88,0.45,0.62,0.69,0.79,0.86,0.75,0.86,0.67,0.53,0.9,0.87
rocrail.csv,0.76,0.82,0.7,0.94,0.86,0.62,0.7,0.78,0.5,0.49,0.67,0.89,0.62,0.67,0.71
virtuoso.csv,0.64,0.39,0.46,0.32,0.42,0.44,0.47,0.42,0.54,0.76,0.62,0.37,0.41,0.45,0.73
xined.csv,0.95,0.44,0.53,0.86,0.93,0.54,0.55,0.9,0.85,0.89,0.9,0.72,0.82,0.96,0.7
yield.csv,0.44,0.36,0.37,0.41,0.39,0.46,0.52,0.4,0.56,0.37,0.35,0.36,0.33,0.48,0.37
