,rhex.csv,qgo.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,applet2app.csv,yield.csv,blue-c.csv,hydrogen.csv,virtuoso.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.23,0.75,0.42,0.23,0.53,0.94,0.51,0.67,0.29,0.38,0.29,0.57,0.57,0.34,0.74
autowikibrowser.csv,0.33,0.6,0.42,0.25,0.28,0.52,0.57,0.41,0.43,0.38,0.31,0.5,0.98,0.48,0.73
blue-c.csv,0.16,0.52,0.59,0.26,0.09,0.51,0.68,0.98,0.27,0.36,0.38,0.58,0.61,0.49,0.59
dynalloy.csv,0.28,0.51,0.97,0.19,0.33,0.54,0.63,0.62,0.34,0.42,0.3,0.55,0.57,0.32,0.65
hydrogen.csv,0.31,0.65,0.19,0.4,0.3,0.39,0.26,0.29,0.93,0.41,0.38,0.32,0.37,0.45,0.39
jcae.csv,0.15,0.35,0.19,1.0,0.21,0.29,0.3,0.33,0.55,0.0,0.31,0.31,0.3,0.45,0.08
lphant.csv,0.21,0.5,0.41,0.3,0.48,0.51,0.65,0.74,0.33,0.39,0.33,1.0,0.57,0.48,0.71
nosleepsoftware.csv,0.18,0.21,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.12,0.22
qgo.csv,0.41,0.95,0.26,0.36,0.55,0.51,0.39,0.4,0.4,0.47,0.31,0.41,0.57,0.47,0.61
quickfast.csv,0.24,0.52,0.45,0.2,0.45,0.5,0.58,0.55,0.36,0.37,0.15,0.55,0.65,0.49,0.99
rhex.csv,0.91,0.5,0.24,0.24,0.38,0.42,0.41,0.36,0.27,0.36,0.24,0.16,0.5,0.31,0.32
rocrail.csv,0.34,0.39,0.27,0.16,0.0,0.39,0.4,0.31,0.48,0.38,0.42,0.39,0.5,0.98,0.32
virtuoso.csv,0.18,0.57,0.48,0.19,0.41,0.51,0.63,0.71,0.29,0.94,0.38,0.54,0.62,0.38,0.42
xined.csv,0.06,0.57,0.35,0.12,0.27,0.44,0.48,0.25,0.34,0.2,1.0,0.4,0.39,0.27,0.38
yield.csv,0.27,0.67,0.49,0.3,0.16,0.53,0.98,0.69,0.32,0.45,0.32,0.62,0.65,0.4,0.71
