,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.77,0.72,0.64,0.64,0.6,0.09
aime.csv,0.49,0.42,0.18,0.0,0.67,0.04
badtrinitycore.csv,0.0,0.01,0.48,0.83,0.5,0.34
electric-core.csv,0.63,0.66,0.63,0.66,0.46,0.52
geochat.csv,0.27,0.21,0.36,0.05,0.25,0.57
olsrd.csv,0.57,0.73,0.53,0.67,0.61,0.54
