,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.69,0.24,0.24,0.31,0.21,0.3,0.71,0.69,0.49,0.58,0.72,0.6,0.4,0.6,0.54,0.8,0.35,0.17
brlcad.csv,0.75,0.49,0.38,0.14,0.59,0.16,0.53,0.43,0.31,0.31,0.19,0.27,0.19,0.29,0.3,0.69,0.13,0.22
genoviz.csv,0.3,0.08,0.0,0.22,0.0,0.04,0.4,0.11,0.39,0.43,0.33,0.17,0.21,0.03,0.27,0.0,0.21,0.67
gnupdate.csv,0.72,0.47,0.29,0.31,0.64,0.53,0.5,0.57,0.52,0.5,0.49,0.56,0.22,0.75,0.58,0.73,0.44,0.15
google-gears.csv,0.41,0.39,0.21,0.23,0.33,0.77,0.42,0.62,0.49,0.38,0.69,0.7,0.36,0.77,0.56,0.84,0.73,0.13
konversation.csv,0.78,0.29,0.36,0.49,0.49,0.62,0.56,0.68,0.49,0.43,0.55,0.6,0.37,0.71,0.53,0.7,0.41,0.11
linux-ntfs.csv,0.65,0.3,0.13,0.1,0.05,0.87,0.39,0.36,0.4,0.53,0.81,0.42,0.35,0.54,0.67,0.54,0.57,0.21
linuxsh.csv,0.74,0.34,0.34,0.09,0.29,0.05,0.38,0.38,0.35,0.33,0.22,0.28,0.19,0.2,0.12,0.52,0.08,0.15
modplug.csv,0.77,0.41,0.29,0.23,0.31,0.85,0.45,0.6,0.56,0.64,0.86,0.73,0.41,0.8,0.59,0.87,0.75,0.2
nativeclient.csv,0.58,0.42,0.31,0.32,0.44,0.51,0.57,0.67,0.6,0.6,0.7,0.69,0.55,0.74,0.69,0.76,0.69,0.24
ogre.csv,0.13,0.29,0.16,0.22,0.26,0.97,0.38,0.39,0.41,0.33,0.6,0.52,0.31,0.82,0.69,0.69,0.69,0.14
openfrag.csv,0.79,0.4,0.35,0.28,0.46,0.22,0.47,0.72,0.53,0.69,0.75,0.77,0.54,0.6,0.63,0.85,0.53,0.16
projecteqemu.csv,0.79,0.37,0.39,0.5,0.27,0.16,0.5,0.7,0.62,0.72,0.64,0.3,0.5,0.39,0.57,0.46,0.56,0.22
qse.csv,0.77,0.15,0.15,0.33,0.44,0.24,0.35,0.78,0.51,0.62,0.63,0.5,0.37,0.58,0.49,0.39,0.22,0.19
sandiaportals.csv,0.77,0.43,0.31,0.32,0.39,0.22,0.49,0.67,0.57,0.74,0.67,0.72,0.46,0.63,0.51,0.87,0.59,0.2
sauerbraten.csv,0.82,0.39,0.29,0.21,0.32,0.98,0.44,0.6,0.53,0.61,0.84,0.71,0.37,0.85,0.64,0.85,0.74,0.04
turbotrader-bos.csv,0.79,0.27,0.4,0.48,0.39,0.13,0.59,0.78,0.65,0.68,0.59,0.53,0.54,0.34,0.51,0.71,0.26,0.18
xapian.csv,0.52,0.29,0.25,0.26,0.36,0.47,0.5,0.64,0.47,0.67,0.78,0.73,0.58,0.77,0.64,0.6,0.71,0.17
