,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.77,0.51,0.5,0.91,0.55,0.14,0.57,0.46,0.61,0.67,0.5,0.7,0.46,0.95,0.95,0.99,0.62,0.31,0.19,0.5
checker-framework.csv,0.38,0.77,0.0,0.64,0.23,0.65,0.48,0.92,0.5,0.42,0.63,0.2,0.94,0.7,0.36,0.45,0.45,0.25,0.28,0.74
customsagetv.csv,0.08,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.18,0.03,0.03,0.02,0.96,0.0,0.0,0.0,0.18,0.14,0.0,0.24
elvishrayrenderer.csv,0.65,0.58,1.0,0.82,0.82,0.37,0.7,0.62,0.52,0.41,0.71,0.66,0.71,0.9,0.41,0.61,0.53,0.43,0.53,0.94
guineu.csv,1.0,0.33,0.9,1.0,0.95,0.28,0.3,0.54,0.43,0.55,0.53,0.39,0.5,0.67,0.18,0.64,0.31,0.41,0.53,0.26
inkscape.csv,0.31,0.28,0.31,0.36,0.27,1.0,0.17,0.0,0.41,0.19,0.5,0.25,0.0,0.17,0.32,0.19,0.42,0.31,0.42,0.26
mesa3d.csv,0.31,0.37,0.74,0.45,0.27,0.28,0.57,0.23,0.55,0.59,0.76,0.3,0.71,0.39,0.64,0.81,0.56,0.66,0.78,0.5
nsis.csv,0.62,0.79,0.98,0.82,0.95,0.79,0.7,0.54,0.82,0.99,0.87,0.7,0.94,0.74,0.82,0.81,0.87,0.45,0.89,0.76
octave.csv,0.65,0.69,0.64,0.73,0.91,0.58,0.57,0.69,0.39,0.17,0.42,0.61,0.33,0.39,0.5,0.49,0.4,0.82,0.47,0.44
oorexx.csv,0.35,0.27,0.12,0.55,0.59,0.58,0.39,0.62,0.5,0.43,0.34,0.34,0.52,0.23,0.55,0.14,0.51,0.36,0.92,0.35
owfs.csv,0.42,0.2,0.24,0.91,0.18,0.09,0.13,0.46,0.2,0.05,0.08,0.41,0.1,0.18,0.09,0.28,0.25,0.07,0.17,0.18
owlib.csv,0.62,0.99,0.55,0.73,0.73,0.35,0.57,0.38,0.52,0.62,0.58,0.41,0.9,0.63,0.27,0.67,0.55,0.4,0.47,0.68
prelude.csv,0.77,0.78,1.0,0.82,1.0,0.86,0.91,0.85,0.68,0.59,0.87,0.55,0.88,0.45,0.73,0.61,0.62,0.92,0.86,0.71
robocode.csv,0.77,0.39,0.24,0.64,0.41,0.37,1.0,0.54,0.59,0.35,0.21,0.64,0.52,0.53,0.5,0.38,0.6,0.19,0.36,0.62
tencompetence.csv,0.27,0.58,0.4,0.09,0.32,0.51,0.04,0.46,0.25,0.21,0.37,0.34,0.38,0.25,0.23,0.39,0.25,0.99,0.39,0.47
trinitycore.csv,0.23,0.08,0.02,0.45,0.18,0.12,0.48,0.46,0.64,0.02,0.13,0.23,0.25,0.1,0.14,0.14,0.98,0.48,0.28,0.41
uwom-server.csv,0.27,0.16,0.0,0.18,0.05,0.19,0.57,0.69,0.93,0.03,0.16,0.23,0.08,0.11,0.18,0.14,0.85,0.43,0.28,0.24
xfce.csv,0.77,0.81,0.57,0.73,0.41,0.51,0.61,0.69,0.77,0.43,0.61,0.75,0.65,0.95,0.86,0.62,0.8,0.58,0.58,0.5
zengine.csv,0.96,0.92,0.93,0.73,0.82,0.95,0.87,0.85,0.86,0.76,1.0,0.98,0.85,0.85,0.95,0.87,0.84,0.73,0.97,0.97
zildo.csv,0.42,0.39,0.36,0.73,0.32,0.44,0.35,0.69,0.32,0.48,0.53,0.98,0.44,0.48,0.27,0.54,0.33,0.5,0.44,0.59
