,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.53,0.51,0.65,0.3,0.25,0.22,0.57,0.35,0.37,0.79,0.6,0.66,0.51,0.81,0.98,0.35,0.37,0.39,0.27,0.59
checker-framework.csv,0.36,0.53,0.0,0.28,0.21,0.6,0.46,0.96,0.34,0.57,0.71,0.3,0.8,0.72,0.3,0.25,0.31,0.36,0.36,0.68
customsagetv.csv,0.13,0.18,0.0,0.0,0.0,0.05,0.0,0.0,0.26,0.07,0.05,0.04,0.98,0.0,0.0,0.0,0.26,0.24,0.0,0.37
elvishrayrenderer.csv,0.45,0.5,0.88,0.27,0.33,0.41,0.58,0.36,0.3,0.56,0.73,0.61,0.65,0.78,0.35,0.37,0.31,0.48,0.55,0.97
guineu.csv,1.0,0.38,0.84,0.32,0.29,0.34,0.39,0.29,0.26,0.69,0.57,0.49,0.54,0.67,0.21,0.31,0.22,0.52,0.56,0.35
inkscape.csv,0.25,0.33,0.46,0.26,0.22,1.0,0.28,0.0,0.33,0.31,0.64,0.35,0.0,0.27,0.4,0.21,0.32,0.43,0.48,0.35
mesa3d.csv,0.33,0.37,0.74,0.3,0.2,0.35,0.5,0.14,0.32,0.73,0.73,0.32,0.65,0.47,0.37,0.85,0.32,0.67,0.7,0.58
nsis.csv,0.4,0.51,0.87,0.26,0.3,0.65,0.54,0.4,0.37,0.99,0.8,0.6,0.71,0.69,0.43,0.34,0.38,0.52,0.72,0.74
octave.csv,0.49,0.56,0.76,0.34,0.95,0.62,0.54,0.26,0.33,0.3,0.57,0.57,0.46,0.5,0.45,0.36,0.33,0.73,0.49,0.51
oorexx.csv,0.32,0.32,0.21,0.26,0.29,0.6,0.43,0.5,0.37,0.59,0.47,0.37,0.51,0.35,0.52,0.17,0.38,0.44,0.94,0.47
owfs.csv,0.41,0.32,0.38,0.95,0.21,0.14,0.17,0.41,0.27,0.09,0.15,0.51,0.15,0.3,0.15,0.3,0.32,0.11,0.27,0.28
owlib.csv,0.48,0.99,0.63,0.34,0.3,0.45,0.49,0.2,0.39,0.74,0.67,0.47,0.76,0.66,0.29,0.35,0.41,0.48,0.53,0.67
prelude.csv,0.44,0.51,1.0,0.31,0.31,0.73,0.63,0.35,0.34,0.71,0.8,0.48,0.72,0.53,0.44,0.34,0.33,0.79,0.7,0.7
robocode.csv,0.55,0.43,0.38,0.3,0.25,0.49,1.0,0.44,0.4,0.5,0.33,0.61,0.55,0.65,0.46,0.31,0.41,0.29,0.51,0.65
tencompetence.csv,0.28,0.45,0.55,0.06,0.23,0.55,0.08,0.46,0.25,0.35,0.52,0.42,0.54,0.36,0.26,0.24,0.22,0.97,0.46,0.57
trinitycore.csv,0.26,0.13,0.05,0.28,0.13,0.2,0.41,0.2,0.72,0.04,0.21,0.28,0.34,0.18,0.18,0.23,0.99,0.57,0.41,0.5
uwom-server.csv,0.32,0.23,0.0,0.27,0.07,0.29,0.51,0.29,0.95,0.07,0.27,0.28,0.12,0.19,0.29,0.22,0.89,0.53,0.39,0.36
xfce.csv,0.45,0.53,0.66,0.4,0.22,0.52,0.53,0.33,0.4,0.58,0.71,0.58,0.59,0.96,0.51,0.31,0.39,0.58,0.61,0.59
zengine.csv,0.46,0.55,0.9,0.25,0.37,0.75,0.6,0.4,0.4,0.83,0.99,0.67,0.65,0.8,0.46,0.37,0.39,0.65,0.74,0.79
zildo.csv,0.44,0.42,0.51,0.4,0.22,0.49,0.4,0.4,0.25,0.63,0.62,0.99,0.53,0.56,0.31,0.31,0.25,0.57,0.52,0.62
