,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.15,0.0,0.05,0.0,0.15,0.12,0.1,0.11,0.02,0.23,0.14,0.0
freedom-erp.csv,0.02,0.0,0.05,0.0,0.09,0.0,0.03,0.04,0.04,0.03,0.0,0.08
javaprofiler.csv,0.66,0.75,0.55,0.69,0.71,0.75,0.53,0.42,0.24,0.6,0.79,0.03
jmoney.csv,0.0,0.02,0.15,0.02,0.38,0.02,0.27,0.1,0.04,0.37,0.0,0.0
jsidplay2.csv,0.39,0.35,0.1,0.42,0.72,0.03,0.83,0.33,0.74,0.47,0.05,0.5
reaper3d.csv,0.12,0.0,0.6,0.77,0.37,0.02,0.0,0.0,0.7,0.3,0.0,0.64
servicestack.csv,0.78,0.24,0.3,0.69,0.4,0.27,0.21,0.31,0.0,0.57,0.21,0.56
springside.csv,0.66,0.69,0.35,0.0,0.74,0.68,0.77,0.66,0.67,0.77,0.72,0.78
swtfox.csv,0.15,0.61,0.5,0.9,0.0,0.47,0.19,0.36,0.54,0.17,0.28,0.31
synecdoche.csv,0.12,0.27,0.2,0.12,0.35,0.17,0.59,0.65,0.2,0.2,0.0,0.31
tmva.csv,0.46,0.71,0.4,0.4,0.63,0.03,0.81,0.5,0.54,0.6,0.3,0.64
wsmt.csv,0.29,0.16,0.2,0.4,0.15,0.18,0.31,0.06,0.3,0.07,0.07,0.44
