,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.43,0.58,0.4,0.64,0.48,0.4,0.54,0.83,0.5,0.5
firebird.csv,0.5,0.48,0.38,0.49,0.42,0.35,0.41,0.46,0.45,0.36
fmri-dmt.csv,0.95,0.0,0.9,0.98,0.67,0.91,0.8,0.0,0.5,0.8
htmlunit.csv,0.94,0.61,0.92,1.0,0.93,0.61,0.92,0.7,0.75,0.4
monetdb.csv,0.48,0.82,0.62,0.66,0.67,0.63,0.61,0.52,0.6,0.64
ontomorphtab.csv,0.54,0.44,0.37,0.56,0.45,0.41,0.51,0.41,0.52,0.39
smarttag.csv,0.51,0.62,0.72,0.77,0.8,0.5,0.47,0.77,0.42,0.85
taokgame.csv,0.98,0.65,0.9,0.79,0.49,0.89,0.76,0.57,0.92,0.88
webdriver.csv,0.61,0.67,0.95,0.66,0.75,0.95,0.53,0.5,0.83,0.76
xbplayer.csv,0.68,0.8,0.91,0.66,0.65,0.83,0.58,0.7,0.95,0.86
