,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.85,0.66,0.6,0.93,0.74,0.74,0.47,0.14,0.64,0.17
firebird.csv,0.95,0.54,0.7,0.65,0.88,0.84,0.8,0.5,0.7,0.67
fmri-dmt.csv,0.06,0.0,0.2,0.02,0.05,0.06,0.04,0.0,0.02,0.83
htmlunit.csv,0.07,0.57,0.2,0.18,0.12,0.91,0.16,0.43,0.04,0.83
monetdb.csv,0.6,0.26,0.3,0.4,0.4,0.51,0.33,0.5,0.91,0.5
ontomorphtab.csv,0.39,1.0,0.3,0.62,0.62,0.76,0.49,0.79,0.51,0.5
smarttag.csv,0.55,0.34,0.1,0.37,0.33,0.56,0.6,0.93,0.57,0.17
taokgame.csv,0.22,0.37,1.0,0.36,0.57,0.05,0.31,0.64,0.3,0.17
webdriver.csv,0.5,0.51,0.3,0.52,0.52,0.22,0.96,0.64,0.21,0.33
xbplayer.csv,0.3,0.14,0.2,0.32,0.95,0.4,0.42,0.36,0.28,0.17
