,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.94,0.79,0.75,0.07,0.85,0.86,0.63,0.86,0.82,0.91
firebird.csv,0.05,0.54,0.92,0.53,0.66,0.67,0.71,0.73,0.49,0.7
fmri-dmt.csv,0.94,1.0,0.81,0.98,0.95,0.94,0.96,1.0,0.98,0.17
htmlunit.csv,0.93,0.75,0.81,0.83,0.89,0.09,0.85,0.79,0.96,0.67
monetdb.csv,0.61,0.75,0.78,0.66,0.75,0.51,0.75,0.65,0.09,0.59
ontomorphtab.csv,0.67,0.05,0.96,0.58,0.5,0.51,0.67,0.92,0.58,0.75
smarttag.csv,0.58,0.68,0.95,0.7,0.71,0.52,0.55,0.07,0.57,0.86
taokgame.csv,0.78,0.66,0.0,0.7,0.52,0.95,0.72,0.47,0.71,0.84
webdriver.csv,0.69,0.56,0.74,0.64,0.66,0.81,0.04,0.73,0.81,0.71
xbplayer.csv,0.71,0.86,0.81,0.7,0.05,0.6,0.59,0.66,0.73,0.84
