,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.5,0.61,0.1,0.98,0.3,0.29,0.54,0.33,0.29,0.04
firebird.csv,0.99,0.76,0.09,0.48,0.39,0.37,0.49,0.25,0.46,0.1
fmri-dmt.csv,0.53,0.0,0.2,0.29,0.67,0.45,0.4,0.0,0.5,1.0
htmlunit.csv,0.71,0.61,0.17,0.5,0.33,1.0,0.54,0.22,0.5,0.11
monetdb.csv,0.59,0.82,0.09,0.45,0.29,0.62,0.45,0.3,1.0,0.14
ontomorphtab.csv,0.6,0.97,0.05,0.44,0.46,0.43,0.49,0.24,0.44,0.08
smarttag.csv,0.62,0.75,0.04,0.41,0.4,0.48,0.57,1.0,0.42,0.08
taokgame.csv,0.79,0.76,1.0,0.43,0.47,0.44,0.56,0.43,0.58,0.12
webdriver.csv,0.53,0.75,0.14,0.41,0.34,0.33,1.0,0.26,0.33,0.12
xbplayer.csv,0.72,1.0,0.18,0.52,1.0,0.74,0.73,0.5,0.65,0.14
