,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.26,0.53,0.53,0.94,0.47,0.46,0.5,0.17,0.5,0.2
firebird.csv,0.96,0.57,0.37,0.64,0.68,0.66,0.61,0.49,0.68,0.59
fmri-dmt.csv,0.07,0.0,0.24,0.02,0.06,0.07,0.05,0.0,0.02,0.86
htmlunit.csv,0.09,0.52,0.24,0.21,0.15,0.93,0.19,0.44,0.05,0.65
monetdb.csv,0.59,0.3,0.34,0.44,0.42,0.56,0.37,0.52,0.93,0.53
ontomorphtab.csv,0.43,0.99,0.31,0.61,0.63,0.71,0.5,0.33,0.54,0.49
smarttag.csv,0.56,0.38,0.12,0.41,0.37,0.59,0.61,0.94,0.58,0.2
taokgame.csv,0.26,0.42,1.0,0.4,0.59,0.06,0.35,0.65,0.35,0.2
webdriver.csv,0.51,0.54,0.34,0.53,0.52,0.26,0.97,0.55,0.25,0.37
xbplayer.csv,0.35,0.17,0.24,0.37,0.96,0.45,0.47,0.41,0.33,0.2
