,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.93,0.71,0.63,0.01,0.81,0.82,0.33,0.1,0.74,0.37
firebird.csv,0.01,0.29,0.87,0.4,0.65,0.65,0.69,0.54,0.38,0.61
fmri-dmt.csv,0.06,0.0,0.1,0.03,0.01,0.03,0.06,0.03,0.01,0.0
htmlunit.csv,0.03,0.62,0.12,0.1,0.11,0.0,0.11,0.54,0.02,0.65
monetdb.csv,0.46,0.1,0.35,0.28,0.45,0.14,0.33,0.41,0.0,0.31
ontomorphtab.csv,0.28,0.05,0.66,0.44,0.33,0.45,0.43,0.9,0.3,0.56
smarttag.csv,0.37,0.19,0.29,0.3,0.23,0.28,0.37,0.0,0.37,0.19
taokgame.csv,0.06,0.19,0.0,0.27,0.3,0.03,0.2,0.31,0.1,0.11
webdriver.csv,0.47,0.29,0.23,0.41,0.46,0.21,0.0,0.64,0.2,0.24
xbplayer.csv,0.13,0.0,0.11,0.16,0.0,0.06,0.13,0.13,0.07,0.1
