,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.84,0.4,0.51,0.4,0.52,0.69,0.61,0.85,0.34,0.57,0.45,0.48,0.48,0.64,0.41,0.38,0.44
all-plasm.csv,0.98,0.39,0.56,0.99,0.86,0.57,0.64,0.94,0.97,0.92,0.97,0.49,0.79,0.64,0.74,0.66,0.61
applet2app.csv,0.4,0.58,0.44,0.5,0.35,0.41,0.48,0.36,0.44,0.45,0.64,0.39,0.59,0.3,0.42,0.43,0.58
autat.csv,0.97,0.47,0.62,0.73,0.72,0.46,0.51,0.56,0.95,0.56,0.75,0.48,0.64,0.91,0.42,0.94,0.66
autowikibrowser.csv,0.35,0.33,0.42,0.34,0.39,0.4,0.36,0.32,0.3,0.44,0.41,0.35,0.3,0.28,0.36,0.4,0.39
gbif-providertoolkit.csv,0.76,0.9,0.57,0.62,0.78,0.7,0.76,0.67,0.93,0.6,0.88,0.45,0.67,0.8,0.62,0.49,0.53
htmlunit.csv,0.34,0.57,0.41,0.37,0.56,0.36,0.49,0.31,0.46,0.45,0.4,0.32,0.67,0.29,0.54,0.36,0.46
kmatplot.csv,0.68,0.33,0.5,0.51,0.39,0.65,0.45,0.57,0.47,0.51,0.83,0.5,0.54,0.39,0.45,0.47,0.51
mcore3d.csv,0.97,0.69,0.5,0.94,0.68,0.45,0.54,0.62,0.74,0.73,0.46,0.37,0.44,0.55,0.97,0.44,0.42
nh3d.csv,0.0,0.37,0.36,0.83,0.37,0.42,0.0,0.36,0.87,0.0,0.49,0.39,0.35,0.31,0.0,0.38,0.0
qgo.csv,0.37,0.42,0.38,0.51,0.35,0.36,0.4,0.31,0.31,0.43,0.47,0.36,0.32,0.28,0.38,0.34,0.37
qtwin.csv,0.5,0.39,0.94,0.95,0.89,0.75,0.54,0.86,0.97,1.0,0.67,0.75,0.9,0.8,0.98,0.67,0.99
reactos-mirror.csv,0.55,0.88,0.46,0.51,0.36,0.44,0.57,0.36,0.34,0.47,0.55,0.56,0.59,0.32,0.43,0.37,0.42
taokgame.csv,0.99,0.35,0.64,0.0,0.94,0.84,0.65,0.9,0.96,0.89,0.74,0.52,0.71,0.59,0.6,0.73,0.8
unbvision.csv,0.41,0.43,0.44,0.55,0.36,0.43,0.62,0.44,0.37,0.49,0.54,0.45,0.38,0.37,0.43,0.43,0.47
uwom.csv,0.86,0.39,0.48,0.51,0.51,0.42,0.51,0.55,0.69,0.81,0.8,0.63,0.56,0.53,0.46,0.38,0.6
wishmaster.csv,0.0,0.46,0.78,0.87,0.75,0.55,0.59,0.65,0.79,0.58,0.86,0.67,0.6,0.77,0.5,0.67,0.81
