,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.35,0.58,0.43,0.01,0.19,0.38,0.47,0.52,0.57,0.02,0.49,0.26,0.28,0.4,0.67,0.66,0.52
all-plasm.csv,0.12,0.61,0.21,0.04,0.43,0.67,0.41,0.19,0.28,0.01,0.3,0.33,0.09,0.7,0.47,0.41,0.45
applet2app.csv,0.58,0.69,0.44,0.02,0.22,0.72,0.56,0.36,0.55,0.01,0.5,0.24,0.37,0.59,0.61,0.62,0.53
autat.csv,0.39,0.42,0.43,0.05,0.39,0.64,0.49,0.33,0.17,0.01,0.24,0.21,0.49,0.44,0.57,0.4,0.54
autowikibrowser.csv,0.49,0.67,0.48,0.01,0.04,0.55,0.55,0.3,0.54,0.01,0.35,0.31,0.38,0.54,0.59,0.67,0.46
gbif-providertoolkit.csv,0.46,0.25,0.33,0.04,0.39,0.53,0.39,0.42,0.33,0.0,0.0,0.31,0.32,0.38,0.6,0.54,0.44
htmlunit.csv,0.57,0.55,0.36,0.01,0.17,0.72,0.51,0.3,0.57,0.01,0.42,0.28,0.27,0.58,0.68,0.65,0.43
kmatplot.csv,0.47,0.68,0.53,0.02,0.22,0.4,0.51,0.32,0.54,0.01,0.17,0.0,0.32,0.5,0.49,0.54,0.5
mcore3d.csv,0.07,0.42,0.4,0.0,0.06,0.71,0.47,0.4,0.4,0.01,0.39,0.33,0.34,0.44,0.04,0.63,0.37
nh3d.csv,0.0,0.63,0.31,0.8,0.2,0.81,0.0,0.29,0.37,0.0,0.41,0.31,0.32,0.58,0.0,0.62,0.0
qgo.csv,0.56,0.85,0.35,0.02,0.07,0.72,0.57,0.31,0.52,0.01,0.38,0.33,0.36,0.47,0.56,0.66,0.36
qtwin.csv,0.01,0.59,0.26,0.08,0.0,0.03,0.43,0.1,0.26,0.05,0.18,0.11,0.15,0.39,0.21,0.04,0.49
reactos-mirror.csv,0.62,0.38,0.4,0.02,0.18,0.73,0.48,0.33,0.55,0.01,0.51,0.17,0.33,0.44,0.47,0.64,0.4
taokgame.csv,0.31,0.6,0.41,0.0,0.74,0.4,0.37,0.17,0.2,0.02,0.33,0.34,0.22,0.74,0.7,0.43,0.59
unbvision.csv,0.58,0.57,0.37,0.01,0.15,0.6,0.46,0.37,0.53,0.01,0.62,0.27,0.34,0.38,0.45,0.58,0.46
uwom.csv,0.43,0.65,0.35,0.02,0.29,0.73,0.53,0.47,0.45,0.01,0.23,0.12,0.33,0.42,0.53,0.61,0.62
wishmaster.csv,0.0,0.61,0.31,0.0,0.0,0.55,0.42,0.38,0.51,0.01,0.37,0.53,0.22,0.24,0.53,0.5,0.25
