,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.12,0.26,0.31,0.4,0.35,0.11,0.16,0.09,0.46,0.26,0.41,0.33,0.31,0.23,0.23,0.31,0.31
all-plasm.csv,0.07,0.71,0.63,0.38,0.32,0.47,0.55,0.22,0.07,0.36,0.25,0.52,0.38,0.23,0.22,0.48,0.41
applet2app.csv,0.55,0.06,0.38,0.96,0.66,0.47,0.34,0.48,0.28,0.61,0.11,0.49,0.22,0.8,0.35,0.37,0.17
autat.csv,0.11,0.63,0.23,0.22,0.33,0.35,0.5,0.39,0.05,0.39,0.0,0.34,0.22,0.13,0.46,0.07,0.13
autowikibrowser.csv,0.49,0.4,0.3,0.42,0.49,0.35,0.54,0.81,0.61,0.4,0.36,0.48,0.59,0.93,0.43,0.28,0.37
gbif-providertoolkit.csv,0.35,0.14,0.49,0.52,0.33,0.46,0.33,0.24,0.12,0.7,0.09,0.57,0.22,0.0,0.19,0.5,0.41
htmlunit.csv,0.67,0.06,0.5,0.61,0.27,0.44,0.36,0.72,0.25,0.32,0.36,0.59,0.24,0.93,0.09,0.43,0.31
kmatplot.csv,0.19,0.8,0.25,0.99,0.76,0.25,0.69,0.34,0.29,0.57,0.04,0.03,0.31,0.6,0.77,0.39,0.47
mcore3d.csv,0.04,0.11,0.37,0.05,0.29,0.39,0.38,0.21,0.17,0.18,0.56,0.52,0.54,0.37,0.11,0.46,0.57
nh3d.csv,0.0,1.0,1.0,0.01,1.0,0.96,0.0,1.0,0.14,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
qgo.csv,0.89,0.14,0.7,0.99,0.57,0.56,0.43,0.7,0.77,0.38,0.87,0.84,0.63,0.83,0.55,0.81,0.88
qtwin.csv,0.0,0.37,0.09,0.06,0.11,0.04,0.53,0.09,0.11,0.09,0.0,0.05,0.12,0.13,0.1,0.04,0.06
reactos-mirror.csv,0.26,0.23,0.58,1.0,0.96,0.65,0.34,0.55,0.51,0.9,0.58,0.46,0.29,0.73,0.85,0.56,0.66
taokgame.csv,0.09,0.49,0.24,0.0,0.09,0.11,0.43,0.12,0.07,0.16,0.13,0.25,0.25,0.2,0.06,0.2,0.09
unbvision.csv,0.63,0.71,0.65,0.72,0.95,0.47,0.2,0.37,0.45,0.88,0.28,0.41,0.71,0.6,0.95,0.41,0.38
uwom.csv,0.18,0.51,0.56,0.98,0.6,0.6,0.52,0.28,0.16,0.25,0.01,0.28,0.29,0.3,0.58,0.83,0.26
wishmaster.csv,0.0,0.51,0.24,0.26,0.05,0.26,0.36,0.24,0.12,0.37,0.21,0.23,0.37,0.3,0.29,0.13,0.18
