,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.69,0.66,0.83,0.43,0.77,0.48,0.45,0.85,0.75,0.65,0.68,0.79,0.05
elateportal.csv,0.09,0.66,0.52,0.8,0.7,0.17,0.54,0.64,0.28,0.75,0.16,0.78,0.74,0.95
gdis.csv,0.64,0.71,0.83,0.73,0.47,0.8,0.52,0.55,0.59,0.62,0.81,0.46,0.74,0.05
gzigzag.csv,0.41,0.8,0.52,0.53,0.73,0.7,0.15,0.45,0.62,0.75,0.23,0.51,0.53,0.77
icescrum.csv,0.64,0.63,0.45,0.37,0.57,0.43,0.17,0.0,0.24,0.62,0.54,0.24,0.74,0.07
jguard.csv,0.82,0.66,0.52,0.43,0.7,0.47,0.34,0.27,0.54,0.12,0.47,0.59,0.47,0.7
jitterbit.csv,0.86,0.7,0.66,0.73,0.5,0.7,0.77,0.09,0.78,0.88,0.63,0.16,0.79,0.23
jython.csv,0.86,0.86,0.48,0.93,0.47,0.87,0.34,0.64,0.34,0.62,0.19,0.92,0.26,0.09
personalaccess.csv,0.77,0.6,0.69,0.57,0.73,0.6,0.42,0.27,0.81,0.25,0.26,0.41,0.68,0.11
ppcboot.csv,0.82,0.82,0.69,0.87,0.47,0.8,0.58,0.45,0.76,0.88,0.65,0.62,0.79,0.07
repositorium.csv,0.0,0.28,0.03,0.0,0.33,0.13,0.01,0.91,0.0,0.0,0.11,0.35,0.16,0.02
unbvision.csv,0.77,0.66,0.34,0.3,0.5,0.7,0.33,0.45,0.59,0.5,0.65,0.22,0.74,0.07
wxstudio.csv,0.23,0.27,0.34,0.53,0.43,0.23,0.44,0.73,0.5,0.0,0.37,0.68,0.37,0.98
xbg.csv,0.73,0.24,0.31,0.33,0.2,0.4,0.64,0.18,0.17,0.88,0.18,0.11,0.32,0.07
