,f1,g,recall,precision,pf,wins
blue-c.csv,0.455,0.545,0.685,0.415,0.54,5
elateportal.csv,0.435,0.535,0.65,0.405,0.435,6
gdis.csv,0.45,0.5900000000000001,0.63,0.44,0.405,11
gzigzag.csv,0.46499999999999997,0.56,0.53,0.48,0.31,12
icescrum.csv,0.41500000000000004,0.48,0.44,0.51,0.195,9
jguard.csv,0.405,0.51,0.495,0.425,0.36,4
jitterbit.csv,0.47,0.645,0.7,0.45999999999999996,0.4,13
jython.csv,0.41500000000000004,0.42000000000000004,0.55,0.44,0.425,3
personalaccess.csv,0.43,0.48,0.585,0.475,0.37,8
ppcboot.csv,0.46,0.615,0.725,0.425,0.525,10
repositorium.csv,0.125,0.085,0.07,0.29500000000000004,0.07500000000000001,0
unbvision.csv,0.43,0.52,0.5,0.43000000000000005,0.28500000000000003,7
wxstudio.csv,0.355,0.39,0.4,0.32,0.5449999999999999,1
xbg.csv,0.29,0.315,0.275,0.54,0.2,2
