,net-snmp.csv,flylinkdc.csv,xbrlapi.csv,agilitybook.csv,vdsf.csv,n2cms.csv,jcae.csv,fw4spl.csv,ossbuild.csv,mimosa.csv,grisbi.csv,alpine.csv,tcvp.csv,yarp.csv,nabu-library.csv,virtuoso.csv,enzo.csv,jcl.csv,quickfast.csv,libarchive.csv
agilitybook.csv,0.0,0.49,0.5,0.25,0.11,0.44,0.14,0.14,0.18,0.33,0.89,0.2,0.09,0.4,0.46,0.68,0.93,0.16,0.55,0.67
alpine.csv,0.48,0.37,0.52,0.2,0.09,0.39,0.18,0.15,0.13,0.45,0.94,0.19,0.09,0.4,0.51,0.24,0.82,0.2,0.59,0.42
enzo.csv,0.46,0.38,0.55,0.13,0.09,0.44,0.11,0.14,0.06,0.71,0.9,0.07,0.12,0.42,0.74,0.26,0.93,0.12,0.67,0.48
flylinkdc.csv,0.5,0.5,0.5,0.15,0.07,0.41,0.13,0.14,0.07,0.57,1.0,0.11,0.09,0.5,0.48,0.24,0.8,0.11,0.67,0.72
fw4spl.csv,0.45,0.31,0.43,0.18,0.1,0.43,0.12,0.25,0.08,0.3,0.81,0.07,0.12,0.32,0.9,0.23,0.87,0.23,0.78,0.49
grisbi.csv,0.49,0.32,0.51,0.13,0.09,0.42,0.1,0.13,0.14,0.47,0.98,0.11,0.12,0.41,0.43,0.24,0.81,0.12,0.58,0.48
jcae.csv,0.0,0.52,0.58,0.14,0.55,0.45,0.35,0.18,0.0,0.6,0.93,0.6,0.14,0.55,0.21,0.6,1.0,0.26,0.79,1.0
jcl.csv,0.56,0.38,0.62,0.17,0.09,0.47,0.25,0.13,0.17,0.78,1.0,0.1,0.17,0.5,0.7,0.6,0.86,0.28,0.68,0.49
libarchive.csv,0.47,0.36,0.51,0.16,0.13,0.41,0.12,0.14,0.08,0.46,0.92,0.11,0.1,0.43,0.4,0.29,0.92,0.12,0.74,0.63
mimosa.csv,0.45,0.33,0.57,0.15,0.09,0.39,0.15,0.14,0.14,0.74,0.79,0.1,0.11,0.43,0.7,0.29,0.93,0.17,0.51,0.42
n2cms.csv,0.49,0.31,0.57,0.16,0.13,0.7,0.13,0.24,0.12,0.47,0.91,0.09,0.11,0.38,0.71,0.31,0.79,0.14,0.76,0.46
nabu-library.csv,0.44,0.24,0.41,0.2,0.16,0.35,0.08,0.17,0.15,0.27,0.0,0.08,0.0,0.42,0.81,0.31,0.78,0.16,0.58,0.31
net-snmp.csv,0.61,0.27,0.52,0.12,0.08,0.38,0.1,0.16,0.09,0.44,0.87,0.09,0.09,0.39,0.29,0.23,0.94,0.1,0.69,0.52
ossbuild.csv,0.54,0.46,0.49,0.18,0.1,0.44,0.45,0.12,0.38,0.78,1.0,0.1,0.09,0.48,0.38,0.38,0.85,0.43,0.71,0.52
quickfast.csv,0.44,0.34,0.55,0.14,0.07,0.44,0.12,0.16,0.08,0.58,0.95,0.1,0.21,0.45,0.66,0.33,0.8,0.12,0.83,0.43
tcvp.csv,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.08,0.0,0.0,0.0,0.0,0.29,1.0,0.85,0.0,0.0,0.0,1.0,0.0
vdsf.csv,0.43,0.24,0.57,0.12,0.22,0.43,0.06,0.06,0.14,0.43,0.82,0.07,0.16,0.4,0.73,0.18,0.81,0.08,0.61,0.4
virtuoso.csv,0.45,0.27,0.49,0.13,0.21,0.41,0.11,0.13,0.15,0.41,0.82,0.08,0.11,0.45,0.52,0.44,0.8,0.12,0.8,0.6
xbrlapi.csv,0.4,0.4,0.65,0.27,0.0,0.4,0.11,0.19,0.0,0.64,0.97,0.27,0.0,0.67,0.28,0.0,0.9,0.08,0.89,0.0
yarp.csv,0.46,0.8,0.45,0.17,0.15,0.35,0.13,0.06,0.0,0.44,1.0,0.33,0.1,0.59,0.46,0.0,0.89,0.11,0.85,1.0
