,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.47,0.44,0.86,0.43,0.53,0.9,0.8,0.83,1.0,0.72,0.78,0.85,0.47,0.07,0.45,0.55,0.98
dynalloy.csv,0.58,0.66,0.0,0.7,0.84,0.78,0.7,0.63,0.64,0.68,0.81,0.79,0.78,0.73,0.51,0.86,0.5
enzo.csv,0.75,0.72,0.78,0.92,0.81,0.6,0.6,0.59,0.98,0.82,0.76,0.04,0.85,0.73,0.74,0.67,0.66
hydrogen.csv,0.59,0.56,0.91,0.59,0.88,1.0,0.91,0.06,0.98,1.01,0.58,0.92,0.91,0.78,0.43,0.75,0.59
jcae.csv,0.92,0.93,0.93,0.11,1.0,1.0,0.97,1.0,1.0,1.0,0.98,1.0,0.68,0.93,1.0,1.0,0.64
kmatplot.csv,0.67,0.14,0.88,0.9,0.62,1.0,0.8,0.64,0.92,1.02,0.5,0.61,0.96,0.73,0.75,0.6,0.56
lphant.csv,0.46,0.42,0.83,0.61,0.52,0.84,0.7,0.52,0.73,0.78,0.81,0.76,0.05,0.5,0.6,0.53,0.53
natpad.csv,0.66,0.58,0.75,0.58,0.68,0.71,0.57,0.56,0.71,0.82,0.69,0.85,0.75,0.6,0.47,0.53,0.05
nosleepsoftware.csv,0.76,0.61,0.95,0.43,0.0,0.95,0.93,0.56,0.96,0.94,0.59,0.76,0.95,0.62,0.44,0.52,0.45
ossbuild.csv,0.84,0.48,0.67,0.56,1.0,0.88,0.49,0.47,0.16,0.51,0.58,0.87,0.51,0.52,0.46,0.78,0.7
quarkplayer.csv,0.86,0.8,0.92,0.8,0.5,0.85,0.98,0.76,1.0,0.0,1.01,0.78,0.89,0.78,0.8,0.85,0.95
quickfast.csv,0.71,0.7,0.55,0.79,0.57,0.68,0.65,0.65,0.83,0.54,0.72,0.53,0.84,0.49,0.71,0.0,0.75
rezilla.csv,0.89,0.71,0.84,0.96,0.87,0.05,0.78,0.55,0.63,0.88,0.85,0.76,0.79,0.81,0.95,0.59,0.86
rhex.csv,0.08,0.8,0.86,0.58,0.63,1.0,0.85,0.75,1.0,0.91,0.88,0.89,0.82,0.78,0.48,0.85,0.75
rocrail.csv,0.83,0.56,0.84,0.56,0.94,0.9,0.86,0.57,0.88,0.91,0.69,0.91,0.86,0.93,0.14,0.79,0.7
virtuoso.csv,1.0,0.54,0.89,0.72,0.88,0.66,0.75,0.58,0.59,0.84,0.12,0.76,0.78,0.78,0.59,0.85,0.82
yield.csv,0.51,0.56,0.71,0.77,0.65,0.73,0.0,0.65,0.97,0.65,0.71,0.41,0.62,0.61,0.66,0.49,0.76
