,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.38,0.46,0.24,0.35,0.5,0.17,0.32,0.18,0.0,0.12,0.25,0.26,0.63,0.96,0.51,0.61,0.04
dynalloy.csv,0.29,0.3,1.0,0.21,0.21,0.29,0.62,0.25,0.25,0.16,0.23,0.35,0.32,0.39,0.43,0.25,0.59
enzo.csv,0.27,0.39,0.52,0.2,0.38,0.47,0.65,0.31,0.15,0.1,0.4,0.99,0.61,0.66,0.43,0.75,0.58
hydrogen.csv,0.42,0.46,0.15,0.28,0.21,0.0,0.17,0.97,0.03,0.0,0.4,0.15,0.17,0.34,0.58,0.39,0.51
jcae.csv,0.15,0.12,0.13,0.94,0.0,0.0,0.06,0.0,0.0,0.0,0.05,0.0,0.48,0.12,0.0,0.0,0.48
kmatplot.csv,0.23,0.93,0.19,0.1,0.4,0.0,0.35,0.33,0.09,0.0,0.48,0.59,0.12,0.41,0.26,0.55,0.54
lphant.csv,0.35,0.46,0.46,0.25,0.47,0.41,0.57,0.34,0.24,0.09,0.4,0.63,0.98,0.61,0.38,0.65,0.56
natpad.csv,0.24,0.37,0.43,0.26,0.35,0.36,0.56,0.3,0.2,0.08,0.37,0.52,0.39,0.54,0.47,0.61,0.98
nosleepsoftware.csv,0.26,0.39,0.11,0.31,1.0,0.1,0.13,0.56,0.06,0.04,0.39,0.38,0.09,0.51,0.48,0.62,0.63
ossbuild.csv,0.2,0.42,0.43,0.42,0.0,0.19,0.62,0.37,0.92,0.22,0.51,0.24,0.6,0.62,0.6,0.35,0.42
quarkplayer.csv,0.13,0.27,0.14,0.15,0.51,0.22,0.13,0.23,0.0,1.0,0.04,0.51,0.19,0.33,0.24,0.25,0.22
quickfast.csv,0.24,0.31,0.6,0.15,0.43,0.39,0.59,0.27,0.21,0.19,0.37,0.81,0.31,0.61,0.38,1.0,0.57
rezilla.csv,0.17,0.28,0.34,0.07,0.42,0.97,0.43,0.3,0.26,0.07,0.35,0.49,0.32,0.37,0.35,0.67,0.31
rhex.csv,0.96,0.27,0.22,0.23,0.5,0.0,0.25,0.36,0.0,0.11,0.16,0.19,0.29,0.33,0.52,0.25,0.35
rocrail.csv,0.25,0.46,0.25,0.42,0.1,0.18,0.24,0.47,0.13,0.11,0.35,0.16,0.24,0.13,0.93,0.35,0.44
virtuoso.csv,0.0,0.38,0.49,0.24,0.24,0.4,0.55,0.34,0.31,0.1,0.94,0.39,0.55,0.51,0.4,0.25,0.44
yield.csv,0.33,0.39,0.4,0.21,0.41,0.34,1.0,0.3,0.18,0.14,0.36,0.79,0.59,0.67,0.43,0.7,0.55
