,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.79,0.67,0.75,0.77,0.86,0.92,0.91,0.86,0.9,0.86,0.95,0.94,0.88,0.8,0.73,0.62,0.94,0.8,0.43,0.91
blogentis.csv,0.84,0.43,0.78,0.66,0.75,0.87,0.75,0.73,0.59,0.4,0.57,0.55,0.64,0.5,0.67,0.45,0.78,0.95,0.94,0.68
carabiner.csv,0.92,0.37,0.52,0.47,0.8,0.48,0.46,0.46,0.48,0.55,0.52,0.5,0.58,0.59,0.41,0.38,0.52,0.78,0.96,0.67
continuum-ide.csv,0.83,0.56,0.44,0.9,0.86,0.94,0.9,0.62,0.88,0.67,0.72,0.75,0.92,0.8,0.59,0.8,0.93,0.0,0.0,0.67
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.97,0.8,0.67,0.0,0.67,0.75,0.0,0.83,0.0,0.0,0.5,0.0,0.0,0.0,0.0
gtad.csv,0.5,0.0,0.92,0.86,0.0,0.8,0.89,0.0,0.8,0.0,0.89,0.67,0.0,0.0,0.5,0.75,0.8,0.67,0.0,0.5
htmlunit.csv,0.83,0.5,0.0,0.49,0.83,0.8,0.83,0.8,0.88,0.75,0.6,0.83,0.83,0.45,0.56,0.64,0.71,0.83,0.0,0.8
jaxen.csv,0.0,0.92,0.0,0.94,0.75,0.67,0.0,0.0,0.0,0.5,0.9,0.8,0.88,0.86,0.89,0.67,0.9,0.8,0.0,0.0
jsr308-langtools.csv,0.45,0.38,0.45,0.28,0.39,0.48,0.41,0.4,0.41,0.64,0.5,0.39,0.4,0.37,0.29,0.35,0.44,0.68,0.68,0.55
jvcl.csv,0.75,0.0,0.0,0.94,0.0,0.92,0.92,0.67,0.75,0.54,0.97,0.55,0.0,0.78,0.0,0.89,0.94,0.0,0.67,0.95
kaffeine.csv,0.36,0.31,0.51,0.31,0.39,0.41,0.37,0.5,0.38,0.36,0.33,0.37,0.38,0.37,0.33,0.33,0.34,0.36,0.36,0.42
m-m-m.csv,0.36,0.34,0.53,0.39,0.59,0.58,0.43,0.63,0.41,0.48,0.39,0.41,0.52,0.42,0.31,0.39,0.4,0.5,0.37,0.46
motu.csv,0.5,0.75,0.0,0.42,0.0,0.75,0.75,0.67,0.75,0.0,0.84,0.89,0.67,0.83,0.75,0.77,0.9,0.5,0.0,0.75
nh3d.csv,0.0,0.0,0.75,0.0,0.0,0.67,0.5,0.0,0.83,0.0,0.5,0.5,0.0,0.0,0.5,0.88,0.75,0.0,0.75,0.0
sarasvati.csv,0.95,0.54,0.0,0.67,0.81,0.91,0.5,0.0,0.91,0.94,0.66,0.82,0.93,0.76,0.92,0.76,0.55,0.58,0.97,0.0
stemkit.csv,0.8,0.88,0.0,0.95,0.92,0.92,0.95,0.86,0.88,0.92,0.93,0.92,0.92,0.8,0.67,0.5,0.96,0.83,0.96,0.5
taokgame.csv,0.67,0.0,0.97,0.5,0.0,0.81,0.93,0.0,0.89,0.43,0.0,0.85,0.0,0.5,0.0,0.48,0.95,0.83,0.97,0.82
wgs-assembler.csv,0.89,0.65,0.98,0.94,0.83,0.95,0.86,0.92,0.74,0.92,0.95,0.92,0.94,0.83,0.82,0.79,0.79,0.92,0.97,0.88
zabbix.csv,0.39,0.33,0.44,0.3,0.49,0.51,0.44,0.57,0.45,0.52,0.46,0.37,0.42,0.44,0.35,0.49,0.43,0.4,0.68,0.61
