,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.27,0.01,0.01,0.29,0.18,0.06,0.12,0.1,0.11,0.1,0.05,0.22,0.08,0.1,0.33,0.35,0.0,0.19,0.65,0.14
blogentis.csv,0.25,0.7,0.54,0.31,0.91,0.18,0.0,0.0,0.39,0.93,0.31,0.73,0.47,0.1,0.28,0.91,0.25,0.25,0.0,0.63
carabiner.csv,0.17,0.71,0.97,0.56,0.64,0.31,0.28,0.2,0.51,0.34,0.26,0.28,0.51,0.2,0.59,0.65,0.41,0.29,0.07,0.0
continuum-ide.csv,0.08,0.26,0.54,0.19,0.0,0.08,0.1,0.2,0.1,0.03,0.12,0.04,0.12,0.2,0.0,0.2,0.1,0.0,0.0,0.02
emulemorph.csv,0.0,0.0,0.0,0.0,0.0,0.23,0.07,0.0,0.01,0.05,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
gtad.csv,0.0,0.0,0.03,0.04,0.0,0.02,0.04,0.0,0.06,0.02,0.04,0.04,0.0,0.0,0.05,0.04,0.03,0.04,0.0,0.02
htmlunit.csv,0.07,0.01,0.0,0.35,0.0,0.24,0.04,0.1,0.07,0.07,0.01,0.05,0.06,0.15,0.23,0.22,0.37,0.08,0.0,0.06
jaxen.csv,0.0,0.07,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.06,0.05,0.18,0.04,0.07,0.07,0.0,0.0
jsr308-langtools.csv,0.39,0.53,0.73,0.9,0.0,0.33,0.38,0.4,0.46,0.18,0.28,0.41,0.49,0.0,0.69,0.5,0.46,0.25,0.13,0.18
jvcl.csv,0.06,0.0,0.0,0.0,0.0,0.08,0.13,0.1,0.04,0.57,0.13,0.76,0.01,0.1,0.03,0.17,0.15,0.0,0.0,0.37
kaffeine.csv,0.94,0.93,1.0,0.99,0.09,0.53,0.49,0.8,0.84,0.67,0.49,0.48,0.92,0.65,0.95,0.74,0.68,0.92,1.0,0.55
m-m-m.csv,0.8,0.87,0.75,0.78,0.36,0.55,0.71,0.0,0.68,0.52,0.93,0.98,0.63,0.85,0.62,0.37,0.94,0.46,0.91,0.75
motu.csv,0.01,0.03,0.0,0.45,0.0,0.02,0.01,0.0,0.05,0.02,0.14,0.07,0.03,0.05,0.21,0.02,0.07,0.03,0.0,0.02
nh3d.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.05,0.0,0.0,0.02,0.01,0.0,0.05,0.15,0.04,0.01,0.01,0.0
sarasvati.csv,0.28,0.41,0.0,0.02,0.82,0.0,0.01,0.0,0.12,0.28,0.5,0.16,0.28,0.55,0.26,0.35,0.58,0.56,0.2,0.0
stemkit.csv,0.35,0.1,0.0,0.13,0.91,0.08,0.25,0.0,0.07,0.2,0.27,0.16,0.12,0.25,0.08,0.04,0.21,0.0,0.07,0.02
taokgame.csv,0.04,0.0,0.09,0.01,0.0,0.17,0.19,0.0,0.0,0.89,0.01,0.32,0.0,0.1,0.0,0.83,0.15,0.08,0.23,0.51
wgs-assembler.csv,0.13,0.0,0.14,0.22,0.18,0.23,0.1,0.0,0.28,0.2,0.07,0.15,0.15,0.1,0.23,0.26,0.3,0.17,0.1,0.12
zabbix.csv,0.73,0.64,0.74,0.92,0.82,0.69,0.75,0.7,0.71,0.67,0.59,0.55,0.77,0.45,0.87,0.7,0.73,0.79,0.01,0.45
