,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,tweetsharp.csv,ta3d.csv
alembik.csv,0.35,0.21,0.0,0.0,0.17,0.36,0.02,0.32,0.2,0.25
arsenal-1.csv,0.55,0.58,0.0,0.45,0.14,0.43,0.34,0.54,0.33,0.12
barracudamvc.csv,0.05,0.73,0.65,0.71,0.98,0.64,0.75,0.98,1.0,0.69
irplus.csv,0.55,0.36,0.55,0.45,0.18,0.43,0.0,0.34,0.2,0.38
lite.csv,0.35,0.03,0.0,0.16,0.11,0.14,0.07,0.0,0.13,0.12
mumble.csv,0.3,0.33,0.29,0.19,0.0,0.14,0.18,0.37,0.2,0.31
ontopia.csv,0.45,0.52,1.0,0.87,0.68,0.0,0.75,0.37,0.93,0.56
openintents.csv,0.25,0.0,0.39,0.19,0.22,0.36,0.3,0.41,0.07,0.38
ta3d.csv,0.95,0.82,0.97,0.81,0.6,0.86,0.89,0.8,0.73,0.06
tweetsharp.csv,0.35,0.36,0.87,0.71,0.85,0.29,0.32,0.83,0.0,0.75
