,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.53,0.54,0.53,0.96,0.75,0.69,0.86,0.7,0.73,0.28,0.0,0.52,0.63,0.84,0.39,0.59,0.93
biopax.csv,0.95,1.0,1.0,1.0,1.0,0.82,1.0,1.0,0.99,1.0,1.0,0.97,0.91,0.99,1.0,0.85,1.0
ffigo.csv,0.01,0.19,0.04,0.31,0.0,0.02,0.09,0.02,0.11,0.26,0.0,0.17,0.78,0.06,0.57,0.41,0.07
freebios.csv,0.47,0.34,0.82,0.18,0.3,0.25,0.49,0.43,0.36,0.37,0.62,0.45,0.55,0.21,0.52,0.48,0.19
glelite.csv,0.99,0.92,0.92,0.94,0.85,0.89,1.0,1.0,0.83,0.83,1.0,0.97,0.91,0.99,0.96,0.79,0.96
gnupdate.csv,0.72,0.6,0.49,0.92,0.8,0.65,0.69,0.62,0.61,0.26,0.12,0.36,0.68,0.41,0.35,0.54,0.89
go.csv,0.75,0.77,0.49,0.88,0.85,0.66,0.89,0.87,0.84,0.52,0.12,0.54,0.63,0.63,0.61,0.58,0.89
gstreamer.csv,0.86,0.74,0.45,0.98,0.7,0.91,0.77,0.79,0.68,0.33,1.0,0.63,0.72,0.71,0.7,0.89,1.0
metacosm.csv,0.23,0.7,0.1,0.8,0.5,0.25,0.43,0.38,0.53,0.41,0.12,0.31,0.42,0.3,0.35,0.58,0.74
pcsx2.csv,0.71,0.61,0.71,0.55,0.9,0.48,0.89,0.96,0.76,0.69,0.0,0.24,0.0,0.74,0.65,0.48,0.81
pgui.csv,0.0,0.0,0.18,0.73,1.0,0.0,0.71,0.64,0.01,0.06,0.0,0.83,0.03,0.0,0.61,0.94,1.0
qse.csv,0.37,0.61,0.24,0.76,0.25,0.31,0.71,0.47,0.59,0.33,0.38,0.52,0.3,0.35,0.48,0.75,0.89
rebecca-aiml.csv,0.78,0.67,0.27,0.51,0.35,0.58,0.69,0.64,0.67,0.83,0.38,0.5,0.62,0.77,0.78,0.54,0.37
skia.csv,0.53,0.61,0.12,0.61,0.55,0.75,0.37,0.57,0.49,0.31,1.0,0.43,0.38,0.41,0.65,0.21,0.33
vars-redux.csv,0.67,0.68,0.27,0.82,0.55,0.55,0.54,0.77,0.63,0.94,1.0,0.74,0.64,0.65,0.74,0.48,0.78
wxjs.csv,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.35,1.0,0.12,0.0,0.0,0.09,0.03,0.0
yale.csv,0.99,0.5,0.86,0.35,0.85,0.91,0.51,0.55,0.88,0.89,0.38,0.83,0.64,0.6,0.83,0.37,0.3
