,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,6.0,104.0,0.0,2.0,29.0,1.0
encog-cs.csv,61.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,271.0,4.0,0.0,13.0,0.0
extprosys.csv,62.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,216.0,0.0,2.0,14.0,1.0
ibatisdb.csv,104.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,22.0,34.0,2.0,5.0,1.0,2.0
intact.csv,53.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,6.0,204.0,2.0,5.0,13.0,0.0
japano.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,6.0,323.0,0.0,2.0,17.0,1.0
lockss.csv,104.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,73.0,1.0,1.0,8.0,1.0
ofbiz.csv,104.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,17.0,294.0,0.0,4.0,8.0,0.0
officefloor.csv,46.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,7.0,32.0,11.0,7.0,0.0,1.0,4.0
opennms.csv,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,2.0,1.0,1.0
rohxel.csv,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,303.0,0.0,1.0,6.0,0.0
roolo.csv,104.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,15.0,6.0,322.0,0.0,9.0,39.0,1.0
sevenupdate.csv,81.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,16.0,11.0,323.0,0.0,2.0,17.0,1.0
web-cat.csv,66.0,0.0,2.0,1.0,7.0,5.0,0.0,0.0,16.0,6.0,308.0,0.0,2.0,16.0,1.0
