,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,1.0,0.76,0.51,0.85,0.54,0.53,0.51,0.67,0.8,1.0,0.74,0.85,0.7,0.56,0.42
encog-cs.csv,1.0,0.51,0.42,0.61,0.43,0.53,0.77,0.48,0.65,0.36,0.92,0.5,0.54,0.83,0.26
extprosys.csv,1.0,0.82,0.66,0.97,0.96,0.77,0.38,0.64,0.88,0.77,0.87,0.65,0.9,0.97,0.63
ibatisdb.csv,0.0,0.31,0.32,0.27,0.39,0.47,0.28,0.3,0.45,0.41,0.53,0.1,0.1,0.81,0.42
intact.csv,1.0,0.88,0.7,0.71,0.79,0.67,0.56,0.46,0.79,0.95,0.95,0.4,0.88,0.56,0.21
japano.csv,0.0,0.96,0.89,0.95,0.86,0.8,0.95,0.79,0.92,0.73,0.79,0.9,0.87,0.78,0.68
lockss.csv,0.0,0.37,0.26,0.13,0.14,0.2,0.59,0.4,0.11,0.82,0.58,0.35,0.25,0.53,0.11
ofbiz.csv,0.0,0.67,0.92,0.44,0.32,0.6,0.36,0.37,0.35,0.18,0.92,0.4,0.73,0.33,0.63
officefloor.csv,1.0,0.16,0.11,0.63,0.18,0.4,0.03,0.74,0.68,0.23,0.66,0.05,0.32,1.0,0.89
opennms.csv,1.0,0.45,0.06,0.16,0.68,0.17,0.67,0.14,0.32,0.59,0.29,0.55,0.44,0.22,0.05
rohxel.csv,1.0,0.63,0.87,0.37,0.29,0.47,0.69,0.7,0.3,0.32,0.61,0.5,0.32,0.72,0.11
roolo.csv,0.0,0.67,0.85,0.68,0.96,0.8,0.28,0.43,0.45,0.64,0.89,0.75,0.78,0.75,0.74
sevenupdate.csv,1.0,0.76,1.0,0.99,0.82,0.97,1.0,1.0,0.94,0.45,0.97,0.95,0.89,1.0,1.0
web-cat.csv,1.0,0.78,0.75,0.73,0.86,0.83,0.95,0.66,0.98,0.82,0.95,0.55,0.82,1.0,0.79
