,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.46,0.0,0.29,0.26,0.24,0.65,0.15,0.15,0.57,0.07,0.12,0.26,0.41,0.89,0.34,0.74,0.68,0.19
bionote.csv,0.02,0.06,0.08,0.21,0.14,0.31,0.07,0.0,0.52,0.0,0.08,0.39,1.0,0.06,0.11,0.34,0.16,0.23
buddata-ebxml-registry.csv,0.9,0.45,0.35,0.46,0.86,0.55,0.23,0.34,0.82,0.88,0.87,0.48,0.24,0.32,0.94,0.99,1.0,0.74
bullet.csv,0.69,0.37,0.45,0.5,1.0,0.44,0.22,0.27,0.56,0.78,0.78,0.5,0.22,0.28,0.75,0.6,0.63,0.73
bulmages.csv,0.47,0.0,0.29,0.08,0.21,0.0,0.0,0.95,0.05,0.0,0.06,0.11,0.22,0.27,0.05,0.03,0.09,0.28
bwapi.csv,0.53,0.35,0.24,0.48,0.78,0.46,0.21,0.36,0.21,0.38,1.0,0.4,0.24,0.33,0.63,0.53,0.65,0.7
cubefs.csv,0.82,0.36,0.1,0.36,0.19,0.4,0.21,0.0,0.99,0.77,0.15,0.44,0.27,0.23,0.24,0.55,0.56,0.1
emisview.csv,0.0,0.12,0.07,0.98,0.09,0.09,0.0,0.0,0.59,0.0,0.02,0.23,0.5,0.0,0.28,0.38,0.34,0.0
java-gnome.csv,0.25,0.31,0.42,0.27,0.58,0.34,0.23,0.07,0.45,0.99,0.47,0.46,0.21,0.25,0.34,0.41,0.37,0.48
jgameai.csv,0.0,1.0,0.38,0.14,0.42,0.21,0.12,0.18,0.51,0.53,0.16,0.07,0.11,0.19,0.29,0.37,0.18,0.05
megasquirtavr.csv,0.9,0.45,0.97,0.46,0.86,0.55,0.23,0.34,0.81,0.86,0.87,0.46,0.24,0.31,0.96,0.98,0.96,0.74
mp-rechnungs-und-kundenverwaltung.csv,0.68,0.21,0.33,0.32,0.45,0.45,0.27,0.18,0.17,0.44,0.12,0.96,0.44,0.32,0.24,0.38,0.28,0.47
mptvseries.csv,0.47,0.29,0.31,0.25,0.4,0.94,0.18,0.12,0.51,0.0,0.21,0.26,0.4,0.34,0.1,0.59,0.39,0.13
oorexx.csv,0.62,0.33,0.28,0.42,0.65,0.25,0.2,0.36,0.62,0.45,0.58,0.49,0.23,0.31,0.53,0.59,0.73,1.0
somap.csv,0.9,0.45,0.35,0.45,0.86,0.55,0.23,0.34,0.82,0.88,0.87,0.48,0.24,0.31,1.0,0.84,0.93,0.74
tktoolkit.csv,0.37,0.54,0.35,0.29,0.57,0.41,0.95,0.25,0.48,0.83,0.17,0.43,0.32,0.25,0.3,0.49,0.75,0.52
xharbour.csv,1.0,0.46,0.44,0.45,0.71,0.58,0.23,0.31,0.81,0.87,0.86,0.43,0.21,0.31,0.95,0.67,0.96,0.5
