,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,1.0,0.0,0.18,0.31,0.62,0.73,0.67,0.4,0.6,1.0,0.62,0.26,0.27,1.0,0.94,0.97,0.92,0.57
bionote.csv,1.0,0.2,0.2,0.6,1.0,0.38,0.2,0.0,0.67,0.0,1.0,0.68,1.0,0.2,1.0,1.0,0.86,0.62
buddata-ebxml-registry.csv,0.82,0.29,0.22,0.3,0.76,0.38,0.13,0.21,0.69,0.78,0.78,0.32,0.13,0.19,0.92,0.98,1.0,0.59
bullet.csv,0.84,0.29,0.64,0.34,1.0,0.35,0.13,0.19,0.86,0.81,0.75,0.38,0.13,0.18,0.98,1.0,0.97,0.68
bulmages.csv,0.93,0.0,0.5,0.5,0.8,0.0,0.0,1.0,1.0,0.0,0.67,0.38,1.0,0.43,0.67,1.0,1.0,0.86
bwapi.csv,0.83,0.31,0.31,0.44,0.81,0.38,0.12,0.24,0.9,0.82,1.0,0.32,0.15,0.22,0.94,1.0,1.0,0.6
cubefs.csv,0.84,0.34,1.0,0.3,1.0,0.38,0.12,0.0,1.0,0.85,0.83,0.32,0.16,0.23,0.77,1.0,1.0,0.4
emisview.csv,0.0,0.29,0.12,0.96,1.0,0.25,0.0,0.0,0.7,0.0,0.5,0.5,0.5,0.0,0.86,0.93,0.93,0.0
java-gnome.csv,0.81,0.46,0.39,0.29,0.83,0.38,0.13,0.05,0.88,0.98,0.83,0.4,0.13,0.21,1.0,1.0,1.0,0.58
jgameai.csv,0.0,1.0,0.32,0.33,0.71,0.33,0.22,0.25,0.73,0.95,0.69,0.22,0.1,0.22,1.0,1.0,0.78,0.25
megasquirtavr.csv,0.82,0.3,1.0,0.3,0.76,0.38,0.13,0.21,0.69,0.84,0.78,0.31,0.13,0.19,0.92,0.98,0.96,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.89,0.33,0.26,0.43,0.81,0.4,0.19,0.23,0.47,0.85,0.89,1.0,0.4,0.28,0.77,0.93,1.0,0.61
mptvseries.csv,0.96,0.38,0.32,0.44,0.75,1.0,0.15,0.17,0.67,0.0,0.79,0.33,0.43,0.32,0.67,1.0,1.0,0.33
oorexx.csv,0.91,0.27,0.26,0.31,0.84,0.24,0.18,0.25,0.7,0.68,0.76,0.36,0.14,0.22,0.96,1.0,0.98,1.0
somap.csv,0.82,0.29,0.22,0.29,0.76,0.38,0.13,0.21,0.7,0.78,0.78,0.32,0.13,0.19,1.0,1.0,0.94,0.59
tktoolkit.csv,0.91,0.38,0.21,0.22,0.74,0.47,1.0,0.19,0.58,0.9,0.71,0.4,0.21,0.18,0.93,1.0,0.93,0.59
xharbour.csv,1.0,0.32,0.29,0.36,0.74,0.44,0.13,0.19,0.69,0.79,0.83,0.32,0.12,0.19,0.92,1.0,0.96,0.53
