,recall,precision,pf,pci_20,ifa,wins
acegisecurity.csv,0.545,0.445,0.28500000000000003,0.59,1.5,9
gdis.csv,0.565,0.41000000000000003,0.39,0.585,3.0,6
kml.csv,0.88,0.365,0.865,0.42,1.5,5
ppcboot.csv,1.0,0.38,0.955,0.41000000000000003,2.5,3
repositorium.csv,0.09,0.245,0.20500000000000002,0.6950000000000001,2.0,4
rsyslog.csv,0.72,0.395,0.4,0.42500000000000004,1.5,8
simplewebservices.csv,0.8999999999999999,0.365,0.95,0.43,2.5,0
ultimairis.csv,0.85,0.43000000000000005,0.575,0.475,2.5,7
wow-qrsk.csv,0.18,0.53,0.06,0.635,0.0,11
wxstudio.csv,0.475,0.295,0.645,0.56,2.0,2
xbg.csv,0.20500000000000002,0.35,0.3,0.905,1.0,10
xqilla.csv,0.18,0.28500000000000003,0.265,0.725,3.5,1
