,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv,xqilla.csv,wxstudio.csv,simplewebservices.csv
acegisecurity.csv,0.66,0.59,0.58,0.48,0.41,0.58,0.56,0.73,0.45,0.34,0.39,0.6
gdis.csv,0.63,0.64,0.62,0.39,0.67,0.56,0.34,0.52,0.87,0.0,0.46,0.55
kml.csv,0.64,0.05,0.5,0.53,0.75,0.47,0.35,0.27,0.68,0.13,0.33,0.0
ppcboot.csv,0.17,0.59,0.24,0.61,0.13,0.24,0.53,0.21,0.0,0.0,0.0,0.0
repositorium.csv,0.05,0.02,0.01,0.02,0.07,0.9,0.05,0.44,0.15,0.66,0.47,0.37
rsyslog.csv,0.83,0.42,0.73,0.52,0.43,0.51,0.48,0.53,0.66,0.05,0.55,0.0
simplewebservices.csv,0.0,0.52,0.09,0.05,0.4,0.05,0.05,0.29,0.29,0.09,0.52,0.66
ultimairis.csv,0.74,0.36,0.75,0.39,0.0,0.41,0.68,0.64,0.0,0.0,0.41,0.62
wow-qrsk.csv,0.1,0.53,0.82,0.42,0.26,0.0,0.02,0.15,0.17,0.68,0.04,0.29
wxstudio.csv,0.48,0.31,0.3,0.41,0.37,0.57,0.35,0.29,0.47,0.0,0.69,0.09
xbg.csv,0.39,0.02,0.07,0.62,0.28,0.11,0.41,0.84,0.17,0.0,0.19,0.37
xqilla.csv,0.05,0.06,0.33,0.17,0.1,0.36,0.18,0.28,0.24,0.99,0.31,0.17
